형태소,빈도수
들었구요,1
평범한데,1
맛깔나게,1
같던데,1
해보,1
렵니,1
않으셔서,1
종료,1
토욜,1
닫고,1
였던걸,1
걷으로,1
보는것과,1
깔끔합니다,1
들어가니,1
아담한,1
친밀한,1
주더군요,1
있고요,1
이의,1
커서,1
절반,1
기꺼이,1
호일,1
해주셨어요,1
좋아하느냐,1
좋아하지,1
않느냐에,1
비도,1
괜찮았고,1
칼칼하게,1
입니다고,1
가득하네요,1
다르지만,1
싫어하시면,1
불호,1
입니다우진,1
왔는데,1
바라던,1
계시네요,1
용두암,1
들용,1
영파,1
들께는,1
엄마,1
성지,1
할수는,1
나위,1
꾸우셨네요,1
양파,1
무침은,1
에게는,1
무언가,1
시큼하고,1
달콤했으면,1
였을,1
겁니다,1
친절하거나,1
러시,1
않으신,1
자연스러운,1
친절함이라서,1
프렌,1
같은데는,1
배달,1
시켜서도,1
사먹음,1
생긴,1
컨셉,1
최근,1
생긴듯,1
허름해,1
식탁,1
뭔가,1
치우는,1
느낌이었어요,1
하나로,1
패키지,1
찾지,1
선물,1
기념품,1
사고,1
반납,1
동선,1
치곤,1
큰하면서,1
있다길래,1
라기보단,1
아나고,1
이였고,1
부드러웠고,1
맛있었으나,1
새우도,1
평범했으니,1
둘이가면,1
시키는게,1
나음,1
저렴하지,1
얺음,1
쿠리,1
채소,1
뺀다면,1
피순대,1
낭푼,1
주건,1
맛없는,1
괜찮았던,1
해보면,1
주점,1
려기,1
준다는데,1
배부르니까,1
참여,1
안함,1
알레르기,1
걸러서,1
놀랐는데,1
잊어버리고,1
먹을게,1
했구요,1
본건데,1
다른건,1
느꼈지만,1
달아서,1
달기,1
본래,1
느끼지,1
달았어요,1
얇으면서,1
가벼운,1
삭감,1
느끼하기만,1
잡채,1
브로콜리,1
무침으로는,1
조화로움,1
도움,1
됐구요,1
장아찌,1
단맛,1
끝나고,1
나가시,1
맛없다하길래,1
되더군요,1
들어가기,1
믿고,1
있었구요,1
되있어,1
성하네요,1
내내,1
시어머니,1
맞추기가,1
힘들었는지,1
싫어하시고,1
강한,1
싫어하시는데,1
짜게,1
했더라구요,1
들렸는데,1
길어서,1
들은걸,1
하고는,1
만족하셨던,1
여쭈어,1
깔보고,1
흘렸어,1
맛있는것은,1
횟집,1
버림,1
그다음,1
이래서,1
식기,1
신경,1
간거라,1
정갈하게,1
더라구요,1
들를,1
나용,1
깔끔하구,1
맞네요,1
할수,1
없을만큼,1
후다닥,1
찍었으니,1
난리,1
찍을,1
뻔했지,1
맛있게잘,1
좋았,1
띄여,1
가봄,1
다양함,1
있었는듯,1
미쳤지만,1
보는거,1
만이,1
였는듯,1
남기는데,1
작성,1
바쁘신,1
대도,1
해주시려는,1
모습,1
괜히,1
집답게,1
맛깔,1
스런,1
차려진,1
알겠더라고요,1
와서도,1
먹고싶다고,1
ㅋㅋㅋㅋㅋ,1
되어서,1
예으니,1
손수,1
셋팅,1
해주셔서,1
느끼고자,1
엄지,1
먹일,1
고가,1
많더라고요,1
연령,1
상관없이,1
가셔도,1
즐길,1
같더라고요,1
모양,1
예쁘고,1
예뻐서,1
좋고요,1
이색,1
독특해서,1
인스타,1
문구,1
재미있었어요,1
적당했어요,1
많이있어서,1
있었던거,1
미팅,1
고갈,1
알아보다가,1
픽업,1
좋았고,1
왔으니,1
있는걸,1
하고싶었는데,1
해보진,1
대감,1
플레이,1
고급스럽고,1
정갈해서,1
였어서,1
평소,1
같은걸,1
먹진,1
않는데,1
있거나,1
단위,1
여행객,1
가까운,1
분비,1
촉박하면,1
복잡,1
컸으면,1
봤어요,1
구나,1
갈꺼에요,1
딱좋은,1
맛있었,1
할것,1
있었음,1
좋겠네요,1
야할지,1
몰라서,1
물어보니,1
해주더라구요,1
해봤는데,1
가라,1
한지,1
알겠어요,1
시설,1
친절함이,1
들이세요,1
담백하고,1
딱이어서,1
오고싶어요,1
깨끗했어요,1
이라도,1
더러운,1
서는,1
조금씩,1
해주는,1
식이,1
깔끔함이,1
느껴져서,1
있길래,1
다녀왔어요,1
있더라구요,1
얼핏,1
같기도,1
쌈밥,1
보라,1
맛있더군요,1
가봐야겠다,1
유명하고,1
가봐야,1
랍스터,1
버터,1
거만,1
신기했음,1
적혀있어서,1
참조,1
했고,1
시킨,1
하자면,1
싱싱했고,1
웰빙,1
만족하게,1
나왔는데,1
괜찮았네요,1
드는,1
않았고,1
적당하더라구요,1
담백할,1
있었나요,1
유명하다고하여,1
넓지,1
가에,1
안이,1
편임밀,1
진하지,1
있는지,1
살얼음,1
시원하지,1
비빔냉면,1
특별할것,1
먹는것과,1
나았음,1
상과,1
만족스러,1
비계,1
푸딩,1
녹는듯,1
깔끔해서,1
점심식사,1
주오,1
집수,1
육도,1
잇어용,1
깔끔합니당,1
힘듭니,1
나는걸,1
좋아하는지,1
이혜,1
절묘한,1
밸런스,1
시원하면서도,1
달콤한,1
느꼈음,1
탱글탱글하고,1
놀랐음,1
좀있다,1
갈까,1
아쉬웠음,1
닫음,1
기대하신다면,1
먼가,1
아쉽,1
지나가던,1
꿉하고,1
진해서,1
만족도,1
떨어져서,1
같다다만,1
다양하고,1
뛰어나거나,1
맛없는거,1
없었구요,1
충분할,1
나옴만,1
부부,1
좋아해서,1
먹었구요,1
먹었어,1
요양,1
반년,1
족발,1
먹자마자,1
올라왔지만,1
그걸,1
참을,1
듭니,1
매울수,1
매운거,1
기대는,1
왠만하면,1
남가고,1
싶었는데,1
질겨,1
남기고,1
나오는데,1
부터가,1
성의,1
도대체,1
안가네요,1
기다리다,1
왼전,1
왔는데요,1
변했네요,1
나고요,1
불친철,1
마시지,1
슬프네요,1
믿음,1
카운터,1
셀프서비스,1
그래요,1
맛남,1
남은거,1
안됨,1
선불,1
액젖맛,1
비릿한맛,1
났었구요,1
짜거나,1
두툽,1
나더라구요,1
겼으며,1
가능해서,1
갔었음,1
떨어지네요,1
괜찮으듯,1
관광,1
어려울거에요,1
누린내가,1
싱싱하지,1
비릴,1
선입견,1
없어졌어요,1
비슷한,1
계신,1
해보라고,1
해드리고,1
싶네요,1
반했고요,1
보시,1
빨갛게,1
초무,1
있죠,1
싸서,1
입안,1
춤추며,1
녹는,1
해보실,1
매운탕,1
끓여,1
먹으라고,1
알려주시길래,1
덜어내고,1
봤거든요,1
잊을,1
죽이었습니다,1
태국,1
느낌이었답니다,1
가보시,1
모슬포,1
했었는데,1
안좋아,1
멀지만,1
열심히,1
싶지만,1
자른,1
아니었고,1
맛있다며,1
뿌듯했네요,1
내어주시는데,1
아무래도,1
같지만,1
부담,1
가득하네용,1
모슬포항,1
해있어,1
욤일,1
매월,1
둘째,1
넷째,1
수요일,1
하시구요,1
겁나,1
주의,1
먹을수있었고,1
생각나게,1
불가,1
가고싶네요,1
미쳤다,1
미치지,1
얇게,1
무침을,1
에다가,1
들어간다,1
착하지,1
신선하고,1
곁들이는,1
무침도,1
부담스러울수도,1
잇엇다,1
맑으니,1
싱싱할,1
고소하네요,1
칼칼하니,1
있네,1
요구,1
완벽합니다,1
빠지지,1
찾아가는,1
번가,1
되었어요,1
서브,1
탑이었음,1
태어나서,1
녹았다,1
일어나서,1
먹는데,1
과식,1
가리네요,1
맞아요,1
제철,1
가까우면,1
신의한수,1
높다고,1
하는구나,1
싶었어요,1
하실듯,1
몹시,1
나오기도,1
찬데다,1
알차고,1
잘나왔어요,1
대접받았습니다,1
자세히,1
알려주셔서,1
담겨있었고,1
저격,1
디쉬,1
우도,1
퀄리티,1
하기에는,1
정성스러워서,1
만족했습니다,1
종류,1
먹는걸,1
물씬,1
해줌,1
해피,1
들러,1
찾았지만,1
지점,1
만들어지면,1
간단히,1
권하고,1
개별,1
종업원,1
싶었으나,1
품절,1
좋았네요,1
왓는데,1
심심하고,1
사악하다,1
봅니다,1
잇음,1
오래전,1
유명하며,1
짠단,1
짠하면서도,1
하였으나,1
옛날,1
아니였음,1
배지,1
묽은데다가,1
짜기만,1
안내,1
표시,1
찾아가기,1
차로,1
장안,1
공용,1
대고,1
들어가시면,1
열어서,1
부드러워서,1
사르르,1
달짝,1
지근,1
오셔도,1
모델링,1
하셨는지,1
화장실,1
많지는,1
기다릴수있으니,1
세명,1
훌륭했습니다,1
해야하는데,1
현금,1
결론,1
좋은데,1
단듯,1
받네요,1
하기엔,1
마니,1
베이지,1
않았더라구요,1
맛있어,1
충분,1
결코,1
싸지,1
달긴,1
저렴하니,1
현장,1
필요,1
떨어지면,1
없으니,1
들리기,1
맞춰가야,1
진아,1
떡집,1
사러,1
배고파서,1
들어갔습니다,1
벽면,1
알았고요,1
티스푼,1
넣어놓고,1
파네,1
등처,1
벌면,1
좋으,1
신지,1
강아지,1
게장,1
없길래,1
달랬더니,1
안된다네요,1
거지같은,1
팔천원,1
더러웠습니다,1
양심,1
불량,1
눈탱,1
버시,1
보네요,1
믿지,1
마세요,1
외진,1
들어가도,1
저렴할듯,1
원인,1
원가,1
격의,1
맵기,1
가려,1
버려,1
없었어요,1
쓴다고한,1
읽고,1
흔한,1
평범함,1
바가지,1
작은데,1
통통함,1
불만족,1
팔테니,1
먹고싶으면,1
마인드,1
다시는안,1
왔네요,1
지나도,1
나오면,1
물어보기라도,1
물어보니깐,1
아예,1
들어가고,1
첨부,1
어려,1
보인다고,1
존댓말,1
나빴는데,1
어이없어요,1
바라지,1
않는다,1
같은건,1
들어가야지,1
오후,1
시라,1
가고싶지,1
안가요,1
최악,1
해먹,1
몰랐다가,1
널럴했다,1
고급,1
옵션,1
넘치고,1
많을까,1
남녀,1
아니다,1
새롭게,1
지어,1
을해,1
변하진,1
않았나,1
했으나,1
경치,1
시원합니다,1
늦게가니,1
약해지면,1
감있는듯,1
냉동식품,1
원주고,1
니까,1
분께만,1
전과,1
통해,1
되었고,1
갔었습니다,1
마침,1
갔었는데,1
겉보기,1
달랐습니다,1
상위,1
중상,1
일빠,1
들어갔었는데,1
났는지,1
먹는다고,1
시원하다면,1
쫄깃쫄깃,1
탄력,1
비빕,1
천하,1
일미,1
좋긴,1
매스컴,1
후광,1
집인듯,1
적은,1
양성,1
적음에도,1
받음,1
짰음,1
필요하면,1
들렀는데와,1
좋지만,1
친절하진,1
먹고있습니다,1
만점,1
드립니다,1
물가,1
서귀포시,1
장인근,1
짓골,1
분량,1
도산,1
부위,1
도마,1
내어오고,1
즉석,1
줍니,1
다잡내전혀,1
김장,1
내어오는,1
들기,1
도해,1
소금,1
갈과,1
싸도,1
어울립니다,1
식지,1
않도록,1
중간,1
뜨거운,1
내어와,1
담궈놓기에,1
입니,1
벌써,1
꽉차고,1
불편할수,1
깔끔하거나,1
편한것도,1
싶다면,1
필요없습니다,1
전국,1
손가락,1
뽑히는,1
고등학생,1
하려고,1
해도전혀,1
안되있고,1
기대하지,1
마시길,1
보쌈,1
비쌈,1
전원,1
개시,1
켰다고,1
아니냐고,1
물어보고,1
기다리라고,1
가져온,1
힘듬,1
좋지는,1
먹었는데요,1
사발,1
아니고요,1
분이면,1
느끼합니다,1
가르쳐,1
끝판,1
에만,1
담백한게,1
한식당,1
간단하게,1
훌륭하다,1
매력,1
냄비,1
우동,1
드시면,1
끝장,1
전반,1
한식,1
맛있다는,1
어우러지는,1
차림,1
정겨운,1
시골,1
흑임자,1
콩국수,1
배는,1
불렀지만,1
꾸역꾸역,1
엽차,1
주시는데,1
들어갔다,1
들른,1
아쉬웠는데,1
반모,1
시키니까,1
주셔서,1
짐히고,1
다룬,1
짠것,1
오고싶은,1
있을듯,1
편할,1
된장찌개,1
특별히,1
있지는,1
분만,1
상이,1
차려졌는데,1
불고기,1
미지근하지도,1
이안,1
있었네요,1
별세,1
에코랜드,1
굽는,1
맛있었던,1
된장,1
친절하신데다가,1
가미,1
에선,1
힘든,1
추합니다,1
마카,1
사이,1
유명하다고,1
유일,1
완뚝,1
바꾼,1
올것이다,1
가게안,1
드시지만,1
먹었으며,1
베고기에,1
해보이진,1
하라,1
걸쭉한,1
진한게,1
은은하게,1
익숙해져서,1
찾게,1
되는데,1
먹다가,1
갈렸어요,1
맛있었네요,1
연옌,1
많네여,1
시원하진,1
않네요,1
ㅜㅠ,1
친절하십니당,1
싱싱하고,1
없죠,1
있구요,1
차이는,1
낙지,1
들어가는데,1
들어가는걸,1
선호,1
알겠지만,1
완전히,1
비울,1
아내,1
만족해,1
올리네요,1
맛볼수있고,1
전골,1
맛없어요,1
살아있는,1
꿈틀꿈틀,1
크기,1
신선해서,1
만족스럽네요,1
마이,1
주네,1
좋구,1
사용,1
하기로,1
내용물,1
고스,1
꼽으라,1
왔다가,1
어쩌다,1
저렴하여,1
벗어나,1
마을,1
표선면,1
불편함이,1
불편,1
것임,1
우수한,1
장난,1
기반,1
