접수일자,언어구분명,상담대분류명,상담중분류명,상담소분류명,상담키워드1순위명,상담키워드2순위명,상담키워드3순위명,상담키워드4순위명,상담키워드5순위명,상담유형명,여행목적명,경로명,고객성향명,채널구분명,통화구분명,상태명,수정일자,접수월,접수요일
2021-01-27,한국어,음식,음식,카페,무료,커피,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210127,1,Wednesday
2021-01-27,한국어,음식,음식,카페,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210127,1,Wednesday
2021-01-26,한국어,음식,음식,카페,김녕,금일 운영,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210126,1,Tuesday
2021-01-15,한국어,음식,음식,카페,인원,요금,올티스,시음,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210115,1,Friday
2021-01-19,한국어,음식,음식,일식,천제연,유선,문자,식당,인터넷,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210119,1,Tuesday
2021-01-20,한국어,음식,음식,카페,체험,커피,수목원,제주,이용시간,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210120,1,Wednesday
2021-01-05,한국어,음식,음식,향토음식,사전예약,식당,골목,골목식당,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210105,1,Tuesday
2021-01-27,한국어,음식,음식,일식,용두암,유선,문자,인터넷,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210127,1,Wednesday
2021-01-19,한국어,음식,음식,향토음식,연락처,문자,대정,안덕,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210119,1,Tuesday
2021-01-26,한국어,음식,음식,카페,게스트하우스,김녕,카페,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210126,1,Tuesday
2021-02-23,한국어,음식,음식,양식,시내,제주,수제맥주,맥주,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210223,2,Tuesday
2021-02-02,한국어,음식,음식,향토음식,해녀,용머리해안,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210202,2,Tuesday
2021-02-02,한국어,음식,음식,향토음식,정방폭포,해녀,폭포,매표소,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210202,2,Tuesday
2021-02-26,한국어,음식,음식,기타,산방산,문자,도립공원,식당,관광지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210226,2,Friday
2021-02-02,한국어,음식,음식,향토음식,해녀,용두암,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210202,2,Tuesday
2021-02-02,한국어,음식,음식,향토음식,안내소,운영시간,용두암,판매,관광안내소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210202,2,Tuesday
2021-02-01,한국어,음식,음식,카페,성산,문자,식당,안덕,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210201,2,Monday
2021-02-02,한국어,음식,음식,향토음식,해녀,주상절리,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210202,2,Tuesday
2021-02-21,한국어,음식,음식,향토음식,유선,문자,식당,제주,주소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210221,2,Sunday
2021-02-10,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210210,2,Wednesday
2021-03-03,한국어,음식,음식,카페,카페,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210303,3,Wednesday
2021-03-03,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210303,3,Wednesday
2021-03-03,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210303,3,Wednesday
2021-03-03,한국어,음식,음식,기타,해녀,문자,인터넷,수목원,시내,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210303,3,Wednesday
2021-03-21,한국어,음식,음식,한식,천제연,문자,식당,서귀포,올레,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210321,3,Sunday
2021-03-21,한국어,음식,음식,한식,천제연,문자,식당,서귀포,올레,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210321,3,Sunday
2021-03-22,한국어,음식,음식,향토음식,사전예약,오름,오름가든,가든,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Monday
2021-03-18,한국어,음식,음식,한식,공지,음식점,제주,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210318,3,Thursday
2021-03-12,한국어,음식,음식,카페,운영시간,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210312,3,Friday
2021-03-18,한국어,음식,음식,한식,식당,맑은,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210318,3,Thursday
2021-03-20,한국어,음식,음식,일식,운영시간,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Saturday
2021-03-20,한국어,음식,음식,일식,제주,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210320,3,Saturday
2021-03-22,한국어,음식,음식,한식,연락처,민박,음식점,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Monday
2021-03-26,한국어,음식,음식,카페,오름,천제연폭포,환상숲곶자왈,산방산,천제연,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210326,3,Friday
2021-03-26,한국어,음식,음식,카페,오름,천제연폭포,환상숲곶자왈,산방산,천제연,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210326,3,Friday
2021-03-17,한국어,음식,음식,향토음식,한라수목원,환상숲곶자왈,성산,일출봉,유선,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210317,3,Wednesday
2021-03-12,한국어,음식,음식,카페,운영시간,주차장,카페,이용,주차,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210312,3,Friday
2021-03-10,한국어,음식,음식,향토음식,탐방,문화,이용,문의처,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210310,3,Wednesday
2021-03-12,한국어,음식,음식,카페,카페,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210312,3,Friday
2021-03-16,한국어,음식,음식,한식,외국어,음식점,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-16,한국어,음식,음식,한식,외국어,식당,골목,이용,골목식당,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-16,한국어,음식,음식,한식,외국어,이용,메밀꽃차롱,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-16,한국어,음식,음식,한식,외국어,이용,고을면,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-19,한국어,음식,음식,한식,주차장,음식점,이용시간,이용,주차,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210319,3,Friday
2021-03-19,한국어,음식,음식,한식,사전예약,유선,음식점,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210319,3,Friday
2021-03-19,한국어,음식,음식,한식,주차장,음식점,이용,주차,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210319,3,Friday
2021-03-19,한국어,음식,음식,한식,운영시간,주차장,음식점,이용,주차,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210319,3,Friday
2021-03-18,한국어,음식,음식,한식,카페,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210318,3,Thursday
2021-03-31,한국어,음식,음식,카페,방문,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210331,3,Wednesday
2021-03-22,한국어,음식,음식,향토음식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Monday
2021-03-26,한국어,음식,음식,한식,천제연,문자,호텔,식당,안덕,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210326,3,Friday
2021-03-16,한국어,음식,음식,한식,외국어,이용,체인,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-12,한국어,음식,음식,향토음식,해녀,식당,도두,해녀촌,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210312,3,Friday
2021-03-16,한국어,음식,음식,한식,외국어,비자림,이용,꿩메밀,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-16,한국어,음식,음식,한식,외국어,마을,이용,꿩마을,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-22,한국어,음식,음식,향토음식,외국어,사전예약,꿩메밀,정의고을,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Monday
2021-03-22,한국어,음식,음식,향토음식,토종닭,황금토종닭,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Monday
2021-03-22,한국어,음식,음식,향토음식,외국어,제주민속,제주,사월의꿩,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210322,3,Monday
2021-03-16,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-16,한국어,음식,음식,한식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-16,한국어,음식,음식,한식,음식점,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210316,3,Tuesday
2021-03-24,한국어,음식,음식,한식,한림,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210324,3,Wednesday
2021-04-13,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,향토음식,이용요금,유선,요금,이용시간,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,한식,외국어,유선,식당,이용시간,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-08,한국어,음식,음식,카페,연락처,천제연폭포,산방산,천제연,폭포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210408,4,Thursday
2021-04-13,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,향토음식,함덕,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-16,한국어,음식,음식,한식,쇠소깍,문자,식당,음식점,인터넷,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210416,4,Friday
2021-04-27,한국어,음식,음식,향토음식,쇠소깍,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210427,4,Tuesday
2021-04-05,한국어,음식,음식,향토음식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-05,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-05,한국어,음식,음식,향토음식,외국어,운영시간,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-06,한국어,음식,음식,향토음식,숲길,비자림,유선,문자,식당,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Tuesday
2021-04-07,한국어,음식,음식,향토음식,휴무일,한라,이용시간,이용,오메기떡,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-07,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-07,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-07,한국어,음식,음식,향토음식,솔동산,천제연폭포,고근산,천제연,폭포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210407,4,Wednesday
2021-04-05,한국어,음식,음식,향토음식,신라,중문,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-25,한국어,음식,음식,한식,성산,일출봉,문자,식당,코지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210425,4,Sunday
2021-04-27,한국어,음식,음식,향토음식,방귤당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210427,4,Tuesday
2021-04-05,한국어,음식,음식,향토음식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-27,한국어,음식,음식,향토음식,사전예약,동반,체험,쇠소깍,유선,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210427,4,Tuesday
2021-04-05,한국어,음식,음식,향토음식,외국어,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-05,한국어,음식,음식,향토음식,외국어,식당,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-13,한국어,음식,음식,한식,영실,비자림,문자,음식점,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,향토음식,이용요금,요금,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,향토음식,택배,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-15,한국어,음식,음식,한식,운영시간,휴무일,만장굴,숲길,솔동산,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210415,4,Thursday
2021-04-06,한국어,음식,음식,한식,인원,중문,이용,흑돼지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,한식,외국어,한라,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,음식점,제주,이용,말고기,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,외국어,사전예약,음식점,이용,말고기,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,외국어,운영시간,음식점,이용,말고기,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,신라,중문,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,음식점,제주,이용,말고기,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-14,한국어,음식,음식,한식,연락처,비자림,성산,천제연,유선,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210415,4,Wednesday
2021-04-30,한국어,음식,음식,카페,골목,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210430,4,Friday
2021-04-06,한국어,음식,음식,향토음식,음식점,이용,말고기,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,외국어,음식점,이용,말고기,가든,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,함덕,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,향토음식,외국어,운영시간,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-06,한국어,음식,음식,한식,인원,이용,흑돼지,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210406,4,Tuesday
2021-04-07,한국어,음식,음식,향토음식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-24,한국어,음식,음식,한식,인원,문자,식당,음식점,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210424,4,Saturday
2021-04-07,한국어,음식,음식,향토음식,휴무일,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-07,한국어,음식,음식,향토음식,휴무일,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-07,한국어,음식,음식,향토음식,외국어,운영시간,음식점,이용,말고기,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210407,4,Wednesday
2021-04-25,한국어,음식,음식,한식,해녀,문자,식당,한림,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210425,4,Sunday
2021-04-16,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210417,4,Friday
2021-04-16,한국어,음식,음식,한식,만장굴,박물관,해녀,기념관,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210416,4,Friday
2021-04-25,한국어,음식,음식,한식,해녀,문자,식당,한림,제주,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210425,4,Sunday
2021-04-16,한국어,음식,음식,향토음식,외국어,함덕,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210417,4,Friday
2021-04-28,한국어,음식,음식,한식,식당,맛집,에코랜드,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210428,4,Wednesday
2021-04-20,한국어,음식,음식,카페,커피,서귀포,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210420,4,Tuesday
2021-04-20,한국어,음식,음식,한식,연락처,쇠소깍,산방산,문자,숙소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210420,4,Tuesday
2021-04-05,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-20,한국어,음식,음식,카페,문자,리스트,호텔,마을,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210420,4,Tuesday
2021-04-20,한국어,음식,음식,카페,문자,리스트,안덕,커피,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210420,4,Tuesday
2021-04-20,한국어,음식,음식,카페,,,,,,자동저장,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210420,4,Tuesday
2021-04-13,한국어,음식,음식,한식,판매,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,향토음식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,향토음식,이용,재료소진,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-13,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210413,4,Tuesday
2021-04-16,한국어,음식,음식,한식,금호,음식점,리조트,인터넷,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210416,4,Friday
2021-04-17,한국어,음식,음식,한식,비자림,문자,제주,갈치,맛집,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210417,4,Saturday
2021-04-14,한국어,음식,음식,향토음식,오름,해녀,식당,코지,오일장,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210414,4,Wednesday
2021-04-16,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210417,4,Friday
2021-04-16,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210417,4,Friday
2021-04-14,한국어,음식,음식,한식,운영시간,휴무일,만장굴,숲길,솔동산,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210415,4,Wednesday
2021-04-02,한국어,음식,음식,향토음식,식당,인터넷,제주,판매,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210402,4,Friday
2021-04-27,한국어,음식,음식,향토음식,마을,방귤당,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210427,4,Tuesday
2021-04-18,한국어,음식,음식,향토음식,소요시간,운영시간,휴무일,오름,박물관,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210418,4,Sunday
2021-04-05,한국어,음식,음식,향토음식,제주,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-04-30,한국어,음식,음식,일식,연락처,유선,문자,안전,인터넷,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210430,4,Friday
2021-04-30,한국어,음식,음식,카페,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210430,4,Friday
2021-04-30,한국어,음식,음식,카페,제주,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210430,4,Friday
2021-04-30,한국어,음식,음식,카페,제주,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210430,4,Friday
2021-04-05,한국어,음식,음식,향토음식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210405,4,Monday
2021-05-04,한국어,음식,음식,향토음식,외국어,해녀,도두,이용,도두해녀의집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-12,한국어,음식,음식,향토음식,외국어,식당,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210512,5,Wednesday
2021-05-13,한국어,음식,음식,향토음식,해녀,유선,문자,안전,해수,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210513,5,Thursday
2021-05-09,한국어,음식,음식,향토음식,정방폭포,주상절리대,해녀,폭포,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210509,5,Sunday
2021-05-10,한국어,음식,음식,한식,식당,제주,문의처,제주공항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210510,5,Monday
2021-05-04,한국어,음식,음식,향토음식,해녀,이용,해녀의집,협재해녀의집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-04,한국어,음식,음식,향토음식,해녀,성산,이용,해녀의집,어촌계,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-04,한국어,음식,음식,향토음식,해녀,이용,가파도,해녀촌,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-03,한국어,음식,음식,카페,체험,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-11,한국어,음식,음식,향토음식,이용,맛집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-11,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-18,한국어,음식,음식,한식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-18,한국어,음식,음식,한식,이용,횟집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-21,한국어,음식,음식,한식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,향토음식,외국어,리스트,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,향토음식,마을,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,한식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-13,한국어,음식,음식,한식,주차장,식당,대정,서귀포,주소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210513,5,Thursday
2021-05-30,한국어,음식,음식,향토음식,박물관,해녀,우도,문자,식당,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210530,5,Sunday
2021-05-02,한국어,음식,음식,향토음식,해녀,용두암,주차장,주차,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210502,5,Sunday
2021-05-06,한국어,음식,음식,카페,이용요금,요금,커피,카페,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210729,5,Thursday
2021-05-03,한국어,음식,음식,향토음식,해녀,용두암,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-11,한국어,음식,음식,향토음식,이용,맛집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-11,한국어,음식,음식,향토음식,천제연,서귀포,제주,이용,맛집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-11,한국어,음식,음식,향토음식,해녀,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-11,한국어,음식,음식,한식,식당,서귀포,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-12,한국어,음식,음식,향토음식,식당,인터넷,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210512,5,Wednesday
2021-05-13,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210513,5,Thursday
2021-05-11,한국어,음식,음식,향토음식,유선,이용시간,이용,맛집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-03,한국어,음식,음식,카페,이용요금,운영시간,체험,요금,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
