접수일자,언어구분명,상담대분류명,상담중분류명,상담소분류명,상담키워드1순위명,상담키워드2순위명,상담키워드3순위명,상담키워드4순위명,상담키워드5순위명,상담유형명,여행목적명,경로명,고객성향명,채널구분명,통화구분명,상태명,수정일자,접수월,접수요일
2021-05-18,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-18,한국어,음식,음식,한식,외국어,식당,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-06,한국어,음식,음식,한식,맛집,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-11,한국어,음식,음식,향토음식,외국어,식당,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210511,5,Tuesday
2021-05-06,한국어,음식,음식,한식,맛집,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-07,한국어,음식,음식,기타,문자,안전,서귀포,제주,관광정보,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,향토음식,해녀,코지,이용,해녀의집,섭지,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,향토음식,해녀,중문,이용,해녀의집,어촌계,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-15,한국어,음식,음식,향토음식,운영시간,유선,문자,리스트,식당,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210515,5,Saturday
2021-05-06,한국어,음식,음식,향토음식,외국어,해녀,이용시간,이용,해녀의집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-18,한국어,음식,음식,향토음식,해녀,유선,문자,식당,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210518,5,Tuesday
2021-05-21,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,한식,해녀,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,한식,외국어,유선,문자,음식점,비짓,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-21,한국어,음식,음식,한식,식당,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210521,5,Friday
2021-05-25,한국어,음식,음식,양식,연락처,공지,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210525,5,Tuesday
2021-05-26,한국어,음식,음식,향토음식,안내소,성판악,해녀,용두암,탐방,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210526,5,Wednesday
2021-05-24,한국어,음식,음식,한식,운영시간,우도,유선,숙박,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210524,5,Monday
2021-05-03,한국어,음식,음식,향토음식,해녀,매표소,용머리해안,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-03,한국어,음식,음식,향토음식,해녀,용두암,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-03,한국어,음식,음식,향토음식,해녀,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-03,한국어,음식,음식,향토음식,해녀,용두암,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-28,한국어,음식,음식,기타,운영시간,오름,박물관,세계,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210528,5,Friday
2021-05-04,한국어,음식,음식,향토음식,해녀,이용,해녀촌,재료소진,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-04,한국어,음식,음식,향토음식,외국어,해녀,이용시간,이용,해녀촌,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-04,한국어,음식,음식,향토음식,외국어,운영시간,해녀,이용,해녀촌,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-29,한국어,음식,음식,한식,김창열,미술관,유선,문자,음식점,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210529,5,Saturday
2021-05-07,한국어,음식,음식,카페,이용요금,요금,세화,서귀포,표선,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,향토음식,이용,맛집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-12,한국어,음식,음식,한식,숲길,오름,사려니,비자림,유선,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210512,5,Wednesday
2021-05-13,한국어,음식,음식,한식,신라,중문,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210513,5,Thursday
2021-05-14,한국어,음식,음식,한식,연락처,용두암,문자,식당,도두,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210514,5,Friday
2021-05-07,한국어,음식,음식,향토음식,식당,이용,맛집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-03,한국어,음식,음식,향토음식,정방폭포,해녀,폭포,판매,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210503,5,Monday
2021-05-08,한국어,음식,음식,일식,횟집,도로,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210508,5,Saturday
2021-05-04,한국어,음식,음식,향토음식,해녀,성산,이용,해녀의집,시흥리,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-04,한국어,음식,음식,향토음식,해녀,우도,이용,해녀의집,물꼬해녀의집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-04,한국어,음식,음식,향토음식,외국어,해녀,김녕,이용시간,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210504,5,Tuesday
2021-05-17,한국어,음식,음식,향토음식,오름,유선,문자,식당,안전,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210517,5,Monday
2021-05-25,한국어,음식,음식,카페,관광지,올레,제주,카페,방문,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210525,5,Tuesday
2021-05-13,한국어,음식,음식,향토음식,천제연,유선,문자,숙소,호텔,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210513,5,Thursday
2021-05-13,한국어,음식,음식,한식,천제연,유선,문자,호텔,신라,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210513,5,Thursday
2021-05-06,한국어,음식,음식,한식,맛집,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-06,한국어,음식,음식,한식,식당,맛집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-06,한국어,음식,음식,한식,마라도,이용시간,이용,맛집,횟집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-06,한국어,음식,음식,한식,맛집,횟집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-06,한국어,음식,음식,한식,맛집,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-06,한국어,음식,음식,한식,식당,맛집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-06,한국어,음식,음식,한식,식당,맛집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210506,5,Thursday
2021-05-17,한국어,음식,음식,향토음식,제주,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210517,5,Monday
2021-05-07,한국어,음식,음식,향토음식,해녀,이용,해녀의집,강정,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,카페,제주,구좌,카페,이용시간,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,향토음식,식당,이용시간,이용,맛집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,향토음식,식당,이용,맛집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-17,한국어,음식,음식,한식,비자림,성산,문자,식당,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210517,5,Monday
2021-05-18,한국어,음식,음식,한식,운영시간,식당,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-18,한국어,음식,음식,한식,외국어,해녀,유선,도두,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-18,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210518,5,Tuesday
2021-05-27,한국어,음식,음식,한식,운영시간,용두암,유선,문자,음식점,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210527,5,Thursday
2021-05-07,한국어,음식,음식,향토음식,해녀,이용,해녀의집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-05-07,한국어,음식,음식,향토음식,해녀,이용,해녀의집,오조해녀의집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210507,5,Friday
2021-06-28,영어,음식,음식,한식,문자,해수,음식점,함덕,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210628,6,Monday
2021-06-28,한국어,음식,음식,한식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210729,6,Monday
2021-06-28,한국어,음식,음식,기타,연락처,유선,문자,제주도청,안전,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210628,6,Monday
2021-06-17,한국어,음식,음식,한식,제주,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210617,6,Thursday
2021-06-17,한국어,음식,음식,한식,운영시간,이용,횟집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210617,6,Thursday
2021-06-02,한국어,음식,음식,향토음식,식당,성읍,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210602,6,Wednesday
2021-06-15,한국어,음식,음식,향토음식,연락처,마을,제주,문화,감귤,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210615,6,Tuesday
2021-06-03,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-03,한국어,음식,음식,한식,외국어,식당,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-15,한국어,음식,음식,한식,식당,주소,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210615,6,Tuesday
2021-06-15,한국어,음식,음식,카페,이용요금,요금,안덕,커피,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210615,6,Tuesday
2021-06-08,한국어,음식,음식,향토음식,천제연,문자,식당,인터넷,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210608,6,Tuesday
2021-06-08,한국어,음식,음식,카페,호텔,카페,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210608,6,Tuesday
2021-06-15,한국어,음식,음식,향토음식,쇠소깍,비자림,식당,서귀포,시내,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210615,6,Tuesday
2021-06-16,한국어,음식,음식,일식,이용,횟집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210616,6,Wednesday
2021-06-16,한국어,음식,음식,일식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210616,6,Wednesday
2021-06-16,한국어,음식,음식,한식,운영시간,문자,식당,안전,드림,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210616,6,Wednesday
2021-06-17,한국어,음식,음식,한식,문자,식당,한림,제주,주소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210617,6,Thursday
2021-06-03,한국어,음식,음식,한식,외국어,이용시간,이용,흑돼지,늘봄,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-06,한국어,음식,음식,한식,유선,문자,식당,이모,동문시장,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210606,6,Sunday
2021-06-07,한국어,음식,음식,한식,외국어,흑돼지,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210607,6,Monday
2021-06-07,한국어,음식,음식,한식,운영시간,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210607,6,Monday
2021-06-14,한국어,음식,음식,카페,커피,수목원,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210614,6,Monday
2021-06-02,한국어,음식,음식,한식,외국인,맛집,흑돼지,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210602,6,Wednesday
2021-06-15,한국어,음식,음식,카페,카페,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210615,6,Tuesday
2021-06-15,한국어,음식,음식,향토음식,연락처,마을,제주,문화,감귤,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210615,6,Tuesday
2021-06-08,한국어,음식,음식,카페,외국어,이용요금,유선,요금,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210608,6,Tuesday
2021-06-03,한국어,음식,음식,향토음식,이용,흑돼지,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-03,한국어,음식,음식,한식,외국어,이용시간,이용,흑돼지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-04,한국어,음식,음식,한식,자연휴양림,박물관,자연,유선,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210604,6,Friday
2021-06-21,한국어,음식,음식,한식,외국어,휴무일,유선,이용시간,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210621,6,Monday
2021-06-16,한국어,음식,음식,일식,이용,횟집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210616,6,Wednesday
2021-06-16,한국어,음식,음식,양식,연락처,음식점,비짓,인터넷,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210616,6,Wednesday
2021-06-16,한국어,음식,음식,양식,연락처,음식점,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210616,6,Wednesday
2021-06-16,한국어,음식,음식,양식,연락처,음식점,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210616,6,Wednesday
2021-06-03,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-04,한국어,음식,음식,한식,외국인,이용,맛집,흑돼지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210604,6,Friday
2021-06-04,한국어,음식,음식,한식,외국어,식당,이용시간,이용,맛집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210604,6,Friday
2021-06-17,한국어,음식,음식,한식,운영시간,이용,횟집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210617,6,Thursday
2021-06-16,한국어,음식,음식,일식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210616,6,Wednesday
2021-06-17,한국어,음식,음식,한식,운영시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210617,6,Thursday
2021-06-17,한국어,음식,음식,한식,운영시간,외국인,이용,횟집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210617,6,Thursday
2021-06-07,한국어,음식,음식,한식,가든,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210607,6,Monday
2021-06-07,한국어,음식,음식,한식,외국어,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210607,6,Monday
2021-06-20,한국어,음식,음식,한식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210620,6,Sunday
2021-06-18,한국어,음식,음식,카페,운영시간,호텔,파크,안덕,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210618,6,Friday
2021-06-21,한국어,음식,음식,한식,외국어,이용시간,이용,횟집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210621,6,Monday
2021-06-21,한국어,음식,음식,한식,외국어,이용시간,이용,횟집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210621,6,Monday
2021-06-21,한국어,음식,음식,한식,외국어,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210621,6,Monday
2021-06-02,한국어,음식,음식,향토음식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210602,6,Wednesday
2021-06-02,한국어,음식,음식,향토음식,이용,흑돼지,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210602,6,Wednesday
2021-06-07,한국어,음식,음식,한식,외국어,흑돼지,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210607,6,Monday
2021-06-02,한국어,음식,음식,한식,외국어,운영시간,맛집,흑돼지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210602,6,Wednesday
2021-06-03,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210603,6,Thursday
2021-06-04,한국어,음식,음식,한식,이용시간,이용,맛집,흑돼지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210604,6,Friday
2021-06-04,한국어,음식,음식,한식,이용시간,이용,맛집,흑돼지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210604,6,Friday
2021-06-21,한국어,음식,음식,한식,이용,횟집,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210621,6,Monday
2021-06-22,한국어,음식,음식,한식,외국어,이용시간,이용,횟집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210622,6,Tuesday
2021-06-22,한국어,음식,음식,한식,외국어,식당,이용시간,이용,횟집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210622,6,Tuesday
2021-06-22,한국어,음식,음식,한식,외국어,이용시간,이용,횟집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210622,6,Tuesday
2021-07-06,한국어,음식,음식,한식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210706,7,Tuesday
2021-07-02,한국어,음식,음식,한식,카페,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-02,한국어,음식,음식,한식,외국인,공지,이용시간,이용,방문,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-22,한국어,음식,음식,카페,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210722,7,Thursday
2021-07-02,한국어,음식,음식,한식,음식점,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-02,한국어,음식,음식,한식,이용시간,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-02,한국어,음식,음식,한식,운영시간,이용,체인,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-02,한국어,음식,음식,한식,식당,맑은,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-24,한국어,음식,음식,카페,물품보관,보관,물품,보관함,커피,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210727,7,Saturday
2021-07-08,한국어,음식,음식,한식,정방폭포,폭포,식당,맛집,횟집,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210708,7,Thursday
2021-07-02,한국어,음식,음식,한식,음식점,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-06,한국어,음식,음식,카페,카페,문의처,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210706,7,Tuesday
2021-07-06,한국어,음식,음식,한식,음식점,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210706,7,Tuesday
2021-07-06,한국어,음식,음식,한식,외국어,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210706,7,Tuesday
2021-07-02,한국어,음식,음식,한식,외국인,음식점,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-02,한국어,음식,음식,한식,사전예약,운영시간,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-07,한국어,음식,음식,한식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210707,7,Wednesday
2021-07-14,한국어,음식,음식,한식,중문,횟집,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210714,7,Wednesday
2021-07-02,한국어,음식,음식,한식,음식점,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702,7,Friday
2021-07-05,한국어,음식,음식,한식,식당,맑은,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210727,7,Monday
2021-07-21,한국어,음식,음식,향토음식,연락처,유선,문자,마을,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210721,7,Wednesday
2021-07-20,한국어,음식,음식,향토음식,사전예약,운영시간,체험,유선,식당,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210720,7,Tuesday
2021-08-04,한국어,음식,음식,카페,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210804,8,Wednesday
2021-08-04,한국어,음식,음식,카페,연락처,카드,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210804,8,Wednesday
2021-08-26,한국어,음식,음식,한식,연락처,문자,식당,제주,관광정보,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826,8,Thursday
2021-08-26,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210826,8,Thursday
2021-08-23,한국어,음식,음식,향토음식,해녀,용두암,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210823,8,Monday
2021-08-23,한국어,음식,음식,향토음식,해녀,이용,용머리해안,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210823,8,Monday
2021-08-23,한국어,음식,음식,향토음식,정방폭포,해녀,폭포,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210823,8,Monday
2021-08-30,한국어,음식,음식,양식,맥파이,맥파이브루어리,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210830,8,Monday
2021-08-05,한국어,음식,음식,향토음식,메일,제주도청,리스트,인증,제주,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210805,8,Thursday
2021-08-03,한국어,음식,음식,향토음식,리스트,인증,제주,판매,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210803,8,Tuesday
2021-08-03,한국어,음식,음식,향토음식,리스트,인증,제주,홍보,판매,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210803,8,Tuesday
2021-08-14,한국어,음식,음식,향토음식,해녀,이용,해녀의집,협재해녀의집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210814,8,Saturday
2021-08-14,한국어,음식,음식,향토음식,해녀,이용,해녀의집,강정,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210814,8,Saturday
2021-08-06,한국어,음식,음식,향토음식,갈치,갈치조림,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806,8,Friday
2021-08-12,한국어,음식,음식,향토음식,해녀,함덕,이용,해녀촌,함덕해녀촌,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-12,한국어,음식,음식,향토음식,해녀,이용,해녀의집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-12,한국어,음식,음식,향토음식,해녀,이용,해녀의집,오조해녀의집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-12,한국어,음식,음식,향토음식,해녀,중문,해녀의집,어촌계,중문어촌계,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-12,한국어,음식,음식,향토음식,운영시간,해녀,해녀의집,물꼬해녀의집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-12,한국어,음식,음식,향토음식,해녀,이용시간,이용,해녀의집,섭지,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-13,한국어,음식,음식,향토음식,해녀,이용,해녀촌,민경이네,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210813,8,Friday
2021-08-14,한국어,음식,음식,향토음식,휴무일,해녀,성산,일출봉,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210814,8,Saturday
2021-08-14,한국어,음식,음식,향토음식,사전예약,비자림,유선,문자,식당,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210814,8,Saturday
2021-08-04,한국어,음식,음식,카페,동반,휠체어,카페,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210804,8,Wednesday
2021-08-12,한국어,음식,음식,향토음식,해녀,이용,해녀의집,시흥리,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812,8,Thursday
2021-08-18,한국어,음식,음식,향토음식,운영시간,해녀,이용,가파도,해녀촌,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210818,8,Wednesday
2021-08-23,한국어,음식,음식,향토음식,해녀,이용,주상절리,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210823,8,Monday
2021-08-18,한국어,음식,음식,향토음식,해녀,정상운영,김녕,이용,김녕해녀촌,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210818,8,Wednesday
2021-08-18,한국어,음식,음식,향토음식,해녀,정상운영,도두,이용,도두해녀의집,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210818,8,Wednesday
2021-08-06,한국어,음식,음식,한식,문자,안전,음식점,인터넷,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806,8,Friday
