형태소,빈도수
아무래도,2
이뻤고,2
높이,2
볼거리,2
늦게까지,2
럼블,2
가볍지,2
시켰고,2
망원동,2
적절한,2
파란색,2
소란,2
한지,2
되지,2
인스타그램,2
있길래,2
분리,2
콘센트,2
같더라고요,2
편한,2
있고요,2
들지,2
저녁식사,2
들렀습니다,2
좋았고요,2
매콤,2
기고,2
하는지,2
변경,2
해주셨다,2
몰랐던,2
부드러워요,2
맞나,2
있지,2
에게도,2
해주시,2
용도,2
담당,2
고기,2
맛있겠다,2
큼직하게,2
익숙한,2
요리,2
단골,2
하시는듯,2
집인듯,2
이었고요,2
인도,2
향신료,2
채소,2
ㅜㅠ,2
나네요,2
다녀왔습니다,2
편할,2
와플,2
느끼하지도,2
쓰시,2
흔한,2
구색,2
마셔야지,2
일까,2
살기,2
남기고,2
뿜뿜,2
나온다는,2
놀랐어요,2
메인,2
해주는,2
보아,2
어플,2
장사,2
될텐데,2
퍼즐,2
팔고,2
마쉬,2
산딸기,2
아낌없이,2
헤이즐넛,2
였어,2
요망,2
이끌려,2
그건,2
안심,2
비싸네요,2
구석,2
뜬금,2
남는다,2
가능했다,2
메이드,2
배고파서,2
시키는,2
개월,2
푸른,2
갔기,2
걸어가시는,2
놓인,2
소곤소곤,2
덩달아,2
나니,2
아쉽네요,2
읽다,2
생각나네요,2
쉬다가기,2
보게,2
스런,2
이뻐요,2
물씬,2
구입,2
직하고,2
인석,2
도로로,2
카푸치노,2
도전,2
마시다가,2
지나서,2
최상,2
가길,2
새로,2
편히,2
인걸,2
같지만,2
동공,2
그런건,2
점심시간,2
해초,2
어요,2
잡는,2
티뮤,2
아니에요,2
자연스러운,2
맛있었구,2
유료,2
비누,2
만들기,2
말테우리,2
우와,2
꼬치,2
블렌더,2
맛남,2
간식,2
남기기에,2
는데,2
가시는걸,2
자색,2
시킨건데,2
간이,2
예뻐,2
보이길래,2
달거나,2
이외,2
많았음,2
기는,2
화장품,2
간단히,2
있도록,2
되어있었다,2
맛보다,2
오른쪽,2
평범하다,2
읽는,2
연속,2
좌당,2
야하는,2
보내는,2
친절하세요,2
읽으러,2
좋았구요,2
에코,2
티셔츠,2
되는게,2
알못인,2
생각난다,2
없게,2
먹자마자,2
커피숍,2
체인점,2
가봤던,2
다양하게,2
평범했다,2
될거,2
벽돌,2
통창,2
사는,2
절로,2
구지,2
벨라,2
피지,2
서머,2
조금씩,2
불호,2
장난,2
놓았다,2
부도,2
바쁜,2
드라이브,2
마실수,2
철학,2
문구,2
좋아하기,2
딱이었어요,2
내는,2
많던데,2
다른거,2
들리고,2
붙은,2
계실,2
그람,2
스레,2
크루아상,2
보여요,2
잡아,2
들어와서,2
유일한,2
대기실,2
다르게,2
맛있었네요,2
특산,2
맞으며,2
먹을만한,2
모로,2
만족스러웠습니다,2
버린,2
확실하게,2
좋겠지만,2
이집,2
원픽,2
이또,2
전쟁,2
오전,2
다르지,2
들어갈,2
기다려서,2
고소하니,2
따뜻하고,2
않으니,2
푸딩,2
커플,2
가시길,2
이제야,2
들었는데,2
시기,2
나타난,2
편안히,2
있기,2
헌데,2
괜찮았습니다,2
달다,2
불친절함,2
열어,2
나면,2
되어있는,2
들었습니다,2
소중한,2
아쉬웠네요,2
마심,2
모를,2
먹었,2
냐냔,2
아앙,2
요구르트,2
입니,2
시켰습니다,2
휴게소,2
담해,2
가는게,2
내기,2
고집,2
쭉쭉,2
착각,2
몰라도,2
하신다고,2
과육,2
맞춰,2
대체,2
한개,2
내내,2
싶으시면,2
없는듯,2
갔는데도,2
됐다,2
하시던데,2
작다,2
중이,2
이야기,2
예상외,2
하시길래,2
얻어,2
올라가서,2
허브,2
들려,2
목적,2
고층,2
빛깔,2
흔들,2
액자,2
만드는데,2
탄산수,2
패스츄리,2
하시더라,2
ㅠㅠㅠㅠㅠㅠ,2
휘핑,2
왔었는데,2
놀랐던,2
찾고,2
안해,2
소파,2
이뻤다,2
솔솔,2
채워,2
페스,2
쌓아,2
맛없을,2
한몫,2
프룻,2
올려서,2
되요,2
있었던,2
사이드,2
적당하고,2
프렌치토스트,2
레몬라임,2
비터,2
제품,2
점도,2
정상,2
아니더라도,2
가고싶다,2
가시는,2
천도,2
두어,2
와인,2
울리는,2
더럭,2
초등학교,2
닫아서,2
파리,2
안보,2
사진관,2
실력,2
발생,2
고해,2
해질,2
기다리는,2
이만,2
들리게,2
요도,2
오랜,2
왔던,2
동백,2
함박스테이크,2
이서,2
코로나,2
데이트,2
만월,2
없었어요,2
아담한,2
내장,2
좋았,2
좋았는데,2
과는,2
새우도,2
리조토,2
애매했고,2
뭐라,2
보인다,2
가려고,2
코앞,2
같음,2
맛있구요,2
로서,2
괜찮다를,2
있을것,2
별채,2
만장,2
호두,2
맛있진,2
와가,2
이라도,2
비슷,2
없을듯,2
좋당,2
느껴지는데,2
들린,2
저렴해서,2
그린티,2
파란,2
그랬어요,2
쌩뚱맞,2
길가,2
썸머,2
뻑뻑,2
하기에도,2
같은걸,2
세우고,2
터지는,2
작아서,2
들릴,2
록록,2
흡입,2
가라,2
하고요,2
부모님,2
가실,2
함녕,2
눈데,2
파이,2
괜찮앗어요,2
라던가,2
외모,2
들려야,2
차로,2
계셨어요,2
없이는,2
건강해지는,2
재즈,2
완벽했다,2
배려,2
명도,2
이었어용,2
천장,2
기계,2
쟁탈전,2
에프,2
계절,2
짧은,2
꼽으라,2
눈길,2
느긋하게,2
여름날,2
과거,2
하길래,2
만큼은,2
콕콕,2
아트,2
주셨는데,2
깊어서,2
소가,2
들어가고,2
몽상,2
드애월,2
드세,2
후식,2
스팅,2
듬뿍,2
보였다,2
너무나도,2
얹어서,2
쇼트,2
오키나와,2
여정,2
바다로,2
급식,2
협소하,2
다해,2
작았다,2
제작,2
벵디,2
들을,2
만날,2
어엄청,2
효과,2
괜찮아,2
음식점,2
이런게,2
겁나,2
물기,2
들리면,2
모던,2
동이,2
렌트카,2
놓은,2
해보니,2
연관검색어,2
없던,2
물놀이,2
멀지,2
만족스러웠다,2
맛있었던,2
넣어서,2
풍차,2
독점,2
났음,2
제철,2
필링,2
나머지,2
들리는,2
건지는,2
픽업,2
크래,2
까지가,2
아니였습니다,2
아쉬워,2
라도,2
곱니다,2
시끄러워서,2
세시,2
셀라,2
생화,2
들어가게,2
밀려오는,2
오독오독,2
호점,2
계셔야,2
들어주신다,2
농도,2
퓨레,2
불편,2
이모,2
나부,2
꽂아,2
녹으니,2
얹어주는,2
다니는,2
길고,2
입은,2
그중,2
민초,2
모른,2
주점,2
촉촉함,2
엠엔엠,2
넘어서,2
괜찮았음,2
별개,2
협재,2
되어서,2
주지,2
불러서,2
추울,2
뺏어,2
라씨,2
되고,2
아니었다,2
판다,2
넣는,2
천천히,2
롤케이크,2
청귤청,2
쌉쌀한,2
바퀴,2
입장권,2
니깐,2
봤습니다,2
맛보기,2
음해,2
으론,2
싶었어요,2
급하게,2
있을듯,2
긴한데,2
알거,2
뷰값,2
동반,2
아쉬운건,2
숙박,2
오믈렛,2
일몰,2
넓게,2
환타,2
이라고는,2
시켜서,2
애매하지만,2
들께는,2
다기,2
가을,2
위로,2
이상한,2
시끌벅적,2
괜찮다고,2
당나귀,2
있는걸,2
방탄,2
갤러리,2
슈가,2
친형,2
던데,2
미술관,2
의도,2
걸어서,2
대화,2
적지,2
아는,2
할까,2
영화,2
들어가니,2
말리,2
아줄레주,2
빨간,2
홍콩,2
다양하고,2
최적,2
가에,2
어딜,2
맑을,2
좁고,2
들름,2
떠올릴,2
지닌,2
보임,2
꿀팁,2
델문,2
식후,2
먹은게,2
에메랄드,2
돼서,2
단호,2
주류,2
알콜,2
스프링,2
버진,2
피나콜라다,2
어차피,2
모히토,2
청포도,2
디제이,2
클럽,2
아쉬웠지만,2
애매하게,2
라운지,2
손색,2
파티,2
예쁜데,2
야할듯,2
모기,2
조명도,2
얇은,2
난로,2
꿉한,2
퍽퍽함,2
ㅎㅎㅎㅎㅎ,2
아니어서,2
어도,2
강조,2
쾌적,2
싶지는,2
깔끔하니,2
퍼지는,2
올라오는,2
정확히,2
코코아,2
대중,2
무척,2
보울,2
놀라,2
아쉬웠던,2
그럴,2
싸한,2
같아용,2
적은,2
소프트,2
함유량,2
올라간다,2
남았다,2
놀라가,2
도구,2
순수,2
경관,2
클래스,2
바움,2
뭐라고,2
연유,2
산방산,2
마셨네요,1
임박,1
응대,1
찍었는데,1
늦게가면,1
되지만,1
불편합니다,1
물어보는,1
늬앙스,1
한거라며,1
적어놓던가,1
해놓고,1
일일,1
물어보고는,1
오라는게,1
어이없었,1
떨어졌으면,1
손가락질,1
가리키지말고,1
있는건,1
알겠는데,1
소박한,1
유명하다더니,1
좋고요,1
괜찮았으나,1
들어갔으면,1
맛있겠어,1
했다가,1
짱짱,1
꾸며놨다,1
본관,1
인파,1
별관,1
식물원,1
나다,1
아름다워요,1
파니,1
셋팅,1
되어있어,1
장내,1
했던것,1
않았다당,1
기대한만큼,1
많았당,1
비쌌지만,1
많았고,1
밖에는,1
사진울,1
편입,1
팝니다,1
했던가요,1
뜨겁,1
게로,1
먹었구,1
적게,1
암호,1
터집니다,1
받았을,1
괜찮다는,1
섬세한,1
돋보였고,1
구요,1
들어야,1
드실것,1
허는데,1
무는,1
탱글탱글하게,1
먹을거에,1
패티,1
걸렸어,1
촉촉했어,1
뿌려서,1
맛있었다고,1
치즈버거,1
콜라,1
사이다,1
꼴랑,1
피시,1
왠만하면,1
버거안,1
남기는데,1
남겼어요,1
쓰셔서,1
일리,1
깔려있어서,1
아쉬웠고요,1
였어용,1
들어가자,1
이었지만,1
맛있다와,1
깨끗할,1
수식어,1
부족하다,1
평범합니다가게는,1
정감,1
어머나,1
에나,1
먹으라고,1
먹겠어요,1
무한,1
보이구,1
오타,1
큰거,1
묻히는,1
내냐냐,1
오오오오오,1
오냐오오,1
옳다,1
튀겨져,1
견줄만,1
주루룩,1
않기까지,1
알싸한,1
하인,1
튀겼고,1
흠잡을,1
가를,1
먹길,1
바란다,1
짭쪼름,1
배고픈,1
이끌고,1
달려,1
태희,1
시시,1
오시나,1
기다리는데,1
지루하지,1
보이거든요,1
물었죠,1
튀긴,1
탄수화물,1
맛있죠,1
살이,1
뿌리,1
풍덩,1
굴창,1
무자비했어요,1
튀랑,1
케찹,1
튀겨주세요,1
자른,1
맛있쥬,1
튀기시길래,1
맛있겠지,1
번화가,1
성수동,1
마일,1
드하,1
일본,1
몇몇,1
남기고있는데,1
푸켓,1
방콕,1
떠오르네요,1
자연스런,1
퍼져요,1
빅토리아,1
먹을거예요,1
담번,1
커퓌,1
더해진,1
괜챦,1
않았다시,1
해볼만,1
안정,1
도톰하면서,1
친김,1
파나마,1
맛보았다,1
가져,1
높을만한,1
않는다면,1
만족스러울듯,1
편하지,1
열어서,1
잡았음,1
넘침,1
콜롬비아,1
맑고,1
느낌이였다,1
듣던대로,1
배부른,1
통틀어,1
텐데,1
잘알의,1
포스,1
가득하다,1
아보,1
이긴하지만,1
괜찮네요,1
커피콩,1
그라인더,1
하시는걸,1
가짓수,1
많진,1
알려주시는게,1
부럽네요,1
돌아다녔는데,1
보석같은,1
쓴것이,1
다양한데,1
가능하구요,1
쓰지,1
뒷맛,1
히달고,1
강해서,1
눅눅하고,1
쓰시는게,1
느껴집니다,1
됐구요,1
드리고싶어요,1
들렸는데,1
받는,1
남겨야,1
될지,1
연함,1
맛있다내,1
쓰까,1
유우,1
친절하구,1
싶네용,1
이루어짐,1
대학가,1
찾아오기도,1
애매하긴,1
올지는,1
모르겠다만,1
데려왔을,1
왔네,1
가까운데가지,1
가냐,1
진득,1
나면서,1
기호,1
마시라고,1
진한지,1
섞어도,1
강해지는,1
신기했다,1
궁금해지는,1
섞었다,1
섞여,1
어우러졌다,1
올렸는데,1
혹평,1
갈고,1
쳐서,1
독특한면이,1
둘이가면,1
드시겠다는,1
아빠,1
강요,1
단단한,1
점점이,1
박힌,1
좋아하셨다,1
머글,1
먹겠지만,1
찾아가,1
아니었던,1
닝닝했다,1
붙어있었는데,1
집의,1
셀링,1
덥당,1
모델링,1
트럭,1
세워져있고,1
자제,1
쌓여있고,1
소박하,1
널찍,1
차분하고,1
지나는,1
자유로운,1
어니스트,1
짱짱한,1
맛봐서,1
거참,1
미안할,1
스륵스륵,1
녹아,1
버리는,1
차지,1
오래전,1
보고싶었던,1
숙제,1
높은데,1
어려웠음,1
만난,1
들어왔다,1
대성공,1
이었다진한,1
아까워하지,1
흔쾌히,1
수혈,1
아쉬울,1
채우고,1
마시는게,1
잡으신,1
앉아있으면,1
좋은만큼,1
아니었습니다,1
좋으니까,1
과도,1
같던,1
오던,1
알았다,1
익히,1
봤던,1
쌉싸름하니,1
진하긴,1
안좋아서,1
강해요,1
가볼,1
만해,1
눅눅,1
심심할,1
보이구요,1
진하구,1
보냈어요,1
와나,1
숨은,1
놀랐지만,1
찾아감,1
높길래,1
오마,1
알음,1
구경구경,1
빼꼼,1
나오시더니,1
걸리니,1
요렇게,1
알려주시더니,1
찍어주시겠다며,1
거지,1
개존맛,1
오심,1
도가니탕,1
한가롭고,1
잉데,1
안구래도,1
쌉쌀하지,1
키운,1
만드신다는,1
크런키,1
봐야겠음,1
건져오기,1
백퍼,1
고등어,1
쌉쌀하니,1
가계,1
먹으려,1
모르고,1
바보,1
멍청이,1
증명,1
했구,1
건줄,1
진작,1
먹는건,1
된다고,1
억지로,1
누르고,1
눌렀어요,1
맛있더랍니다,1
씹힐,1
있지요,1
푹신푹신,1
이세,1
떠나는,1
더라고요,1
묻혀주시더라구요,1
고물,1
소량,1
없었으면,1
막혔을것,1
줄기,1
느껴지면서,1
오빠,1
신기해,1
하시려면,1
안전하게,1
여름철,1
하시려는,1
하고싶다고,1
하셨더라구요,1
멋졌습니다,1
않다는,1
담아있고,1
만족하게,1
가져가면,1
가봤지만,1
기와,1
지나치지,1
돌고,1
몽글몽글,1
닫았길래,1
쟁였다,1
끝나고도,1
보관,1
라이,1
리리,1
흐어,1
야야,1
그르,1
르르르,1
ㅡㄹ,1
나얀량,1
량량량량,1
니뇨,1
씨엣필냥이,1
떡냥,1
환장한다,1
어른스러운,1
ㄹㅇ,1
적도,1
서도,1
궁금해졌다,1
쫄깃쫄깃,1
생애,1
인고,1
표면,1
씹었을,1
합쳐져,1
심심하다,1
싶으면,1
떨어져있는,1
않은데도,1
노소,1
포텐셜,1
끌어,1
안다,1
초이,1
상의,1
왜냐면,1
맛있는걸,1
울어줘,1
오오오오오오오,1
옹오,1
ㅗㅇ,1
맛있었다내가,1
갈리는데,1
직전,1
부산했습니다,1
서지,1
신기했네요,1
보았던,1
묻어있는,1
맛있다는,1
공장,1
볼수있어요,1
올라옴,1
보낼,1
토요일,1
할수있었음,1
전화하고,1
살렸으며,1
받음,1
저렴하고,1
가능하다고다만,1
안되어있고,1
용기,1
뚜껑,1
열리는,1
부어져있으니,1
일장일단,1
있다고,1
하기로,1
심부름,1
사러,1
스펙,1
내렸다,1
짐칸,1
올리려고,1
사라진,1
어쩌지,1
ㅠㅠㅠㅜ,1
없냐는,1
기내,1
울다싶이,1
승무원,1
짐이냐고,1
물어보신다,1
요하니,1
잃어버렸던,1
건네주셨다,1
ㅜㅜㅡㅠ,1
승객,1
내리셨다고,1
감사하는,1
대한민국,1
보신다면,1
연락,1
사연,1
달진,1
사와,1
부탁,1
쪼끔,1
달다고,1
넣어놨다가,1
차가울,1
봤는데두,1
도와줬을거,1
해주는것,1
제각각,1
쌉싸름한데,1
맞을것,1
찾지는,1
않을것,1
신선도,1
좋다는것을,1
까먹고,1
ㅋㅋㅋㅎㅋㅎ,1
맛있을,1
얹은,1
느껴졌던,1
봤지,1
씹히는듯,1
일이었음,1
이크,1
싱겁고,1
꺼운,1
수고,1
같지도,1
즐기다가,1
고진,1
반대,1
마시는,1
올라온다,1
양인,1
강릉,1
육덕,1
맛보지,1
머무는,1
맹맹한,1
플렛,1
웬만하면,1
마시는데요,1
궁금,1
쓰하더라고요,1
였는,1
놀라운,1
꼬소함,1
어울리더라,1
샷째,1
올리니,1
어우러지면서,1
높지도,1
캠프,1
편집,1
페이,1
버릿,1
붙어있는데,1
나옴요,1
영재,1
넉넉하진,1
맛있었다다만,1
불편하고,1
막혀있어,1
답답하다,1
울림,1
생겨,1
안정감,1
빠질,1
육지,1
달걀,1
꽉꽉,1
채워서,1
아침식사,1
어울리는지,1
사와야,1
림샷,1
말랑말랑,1
애기,1
귀여웠다,1
걸린,1
오려면,1
각오,1
작진,1
어마,1
무시,1
활용,1
잇는,1
네시,1
시키려고,1
남아있던,1
시키던,1
된다구,1
하셨어요,1
실망한,1
놀랍게도,1
에다,1
작품,1
작으면서,1
비싼데,1
장악,1
알수,1
조그마한,1
있구나라는,1
깨닫게,1
유니크,1
부들부들해서,1
아쉽지,1
함하지만,1
보질,1
해서인지,1
일색,1
이시고,1
한식,1
대폭발,1
둘러싸인,1
터널,1
커튼,1
휘날리고,1
평상,1
설렜습니다,1
부여잡고,1
열었는데,1
어두컴컴한,1
사방,1
천지,1
예쁜거예요,1
문하,1
칠판,1
무심하게,1
분필,1
있나요,1
같았는데,1
놀라실까봐,1
양심,1
지키고자,1
마스,1
카포네,1
말라있었고,1
퐁신퐁신해,1
무너지더라고요,1
만드신,1
사오,1
어울렸어요,1
통과,1
분야,1
재재,1
새롭게,1
식혜,1
들어간거,1
먹고싶음,1
만났던,1
어려워요,1
리스트,1
야해요,1
콩가루,1
굴려,1
내었어요,1
자르,1
추운,1
마시니,1
없인,1
힘들겠지만,1
보셔도,1
먹는거라,1
시키려다가,1
솔드,1
아웃,1
깨고,1
않은데다가,1
어우러지게,1
배합,1
감질,1
기절,1
깔려있는데,1
살릴,1
울어졌어요,1
촉촉하게,1
적셔서,1
진했고요,1
생겨나지만,1
합쳐져서,1
가신다면,1
하고싶어요,1
팔겠지하고,1
해외,1
선흘곶,1
가보기,1
해온,1
아이리쉬,1
아로마,1
복합,1
화가,1
하게잘,1
어우러져,1
과대,1
이루며,1
다공,1
편안함,1
편안해지는,1
특이한데,1
어두컴컴합니다,1
서부,1
사냥,1
쉬러,1
마녀,1
끓이고,1
사막,1
타닥타닥,1
끓고,1
뚜렷한,1
톤앤,1
매너,1
지필,1
스튜,1
어울릴,1
친절하다,1
펑펑,1
덥고,1
임응,1
나가는,1
역사,1
달콤함에,1
느낀다면,1
느낀다,1
나서는,1
흘러가는,1
알코올,1
캐치,1
해준다,1
영국,1
바버,1
일렬,1
다양,1
화로,1
구현,1
해냈다고,1
한다두,1
명의,1
해석,1
집은,1
종료,1
닫기,1
다녀올,1
맛있거든요,1
마실까,1
몸살,1
기운,1
끓인,1
벵쇼,1
일주일,1
바라보고,1
고르느라,1
내어주시는,1
온거랍니다,1
더락,1
얼린게,1
부숴,1
적이더라구요,1
친절하셔서,1
했답니다,1
약방,1
서랍,1
꺼낼,1
신기하더라구요,1
보틀,1
드을,1
골랐는데,1
에가,1
다양해서,1
평온하고,1
더워진,1
반신반의,1
들어갔는데이게,1
웬걸,1
고르면,1
울려,1
목말,1
시키려,1
있었,1
띄는,1
모어,1
블랙,1
했다진하고,1
넘어갔다,1
입틀막,1
이리저리,1
영상,1
뿌셔,1
드시라,1
얼린,1
같던데,1
기대한대로,1
찌인하고,1
좋아졌다같이,1
내어주신,1
났고세,1
조용조,1
용해서,1
해왔는데,1
왔다면,1
봤을텐데,1
아쉽다하지만,1
되니까,1
해주,1
간김,1
만들었다는,1
원하던,1
스토어,1
팜에서도,1
하더라구요,1
곳간,1
스럽지만,1
스러워요,1
지나칠,1
없디,1
내서,1
어어,1
없으므로,1
추촨,1
피로함을,1
날려,1
버릴,1
산것을,1
인수,1
드시길,1
새별오름,1
마트,1
품목,1
가오,1
산보,1
먹지만,1
하기전에,1
버려서,1
휘감다가,1
머금,1
재창,1
특별하다고,1
느끼진,1
어울렸다,1
산뜻한,1
자락,1
은성,1
기업,1
세우신,1
돌이,1
유래,1
이집트,1
여신,1
기여,1
공도,1
크지만,1
선교,1
지나가는,1
아름다웠다,1
드넓은,1
가슴,1
뛰노는,1
장엄한,1
오두막,1
서있는,1
먹거리,1
베이,1
킹굿,1
먹고싶어,1
폴바,1
백미,1
연하면서,1
차이,1
맛일,1
주셨고,1
고소함도,1
행시,1
넘어가는,1
산길,1
삼으면,1
그러면서,1
박애,1
해보는,1
나오는가,1
많을것,1
보았지만,1
순수한,1
저온살균,1
ㅍㅅㅌㄹ,1
ㅅㅎㅁㅈ,1
하는지라,1
괜찮네,1
커지는,1
염도,1
느껴지,1
신기해요,1
녹을까봐,1
드시더라구요,1
부러웠어요,1
돌아가신,1
바칩니다,1
부임,1
봉사,1
트릭,1
제임스,1
린치,1
유럽,1
섬나라,1
출신,1
척박한,1
가난,1
끊어내기,1
자연환경,1
농사,1
적합하다라는,1
공통점,1
이로,1
인해,1
청정,1
근간,1
과언,1
널리,1
명소,1
알려지지,1
중심,1
호스피스,1
쓰는,1
진정,1
하시며,1
세속,1
누리,1
피땀,1
당연하게,1
누리는,1
순국선열,1
희생,1
있었기,1
떄문,1
목초지,1
한유롭,1
뜯는,1
평온함을,1
해주셨으면,1
작성,1
외국인,1
평생,1
노동,1
평범하지만,1
하느님,1
영광,1
드러낸,1
스페인,1
농부,1
성자,1
살아가려,1
존경,1
고팠던,1
한림읍,1
기반,1
국내,1
대량,1
사육이,1
생산량,1
구조일,1
한때,1
소비,1
감소,1
경영,1
어려워지자,1
년경,1
개업,1
하였고,1
있기는,1
남아있어,1
찍었,1
셀카,1
올리긴,1
떼기,1
뛰어다니는데,1
싫어,1
갔어,1
하실,1
주의,1
차선,1
서로,1
오도,1
안되겠다,1
세워놓고,1
예뻤는데,1
로얄,1
행복했어요,1
무려,1
편도,1
난이도,1
감수,1
힘들지만,1
갔으니까,1
인내심,1
되어있구,1
대나무,1
해야되,1
야자수,1
심어져,1
하와이,1
생겼어요,1
한국어,1
르네상스,1
중세시대,1
귀족,1
하겠습니다,1
입생로랑,1
나와요,1
꽂혀있는,1
스푼,1
하나같이,1
달려있는,1
파시더라구요,1
웅장,1
새로워,1
맛있는거,1
솔티,1
먹게,1
음정,1
약하다는,1
받았다,1
느껴지지,1
바스러지는,1
모르겠더라,1
자매,1
사오면,1
잘라주십니다,1
곁들일,1
리하,1
촉촉해서,1
목맥히,1
들어가요,1
아끼지,1
고래,1
써서,1
의상,1
입으면,1
어울릴거,1
맡아,1
쇼케이스,1
닫혀있는,1
나가지만,1
만큼의,1
먹을만큼,1
만족하는,1
우롱차,1
자뎅드,1
룩셈부르크,1
판타지아,1
주전자,1
우린,1
맡는,1
놓여진,1
녹아서,1
섞일줄,1
그렇지는,1
받으면,1
올라와요,1
덮어서,1
시킨건,1
가져다주셨어요,1
고소한데,1
단단함을,1
가져서,1
어우러짐이,1
발길,1
목포,1
망하는,1
자아내는,1
고급스러,1
겸비,1
측면,1
섶섬,1
바이지,1
마리아,1
쥬프레르,1
취급,1
한자,1
객점,1
연상,1
아내,1
축하,1
궁합,1
서귀포시,1
높긴,1
납득,1
옮겨다니며,1
색칠,1
블루투스,1
스피커,1
스마트폰,1
틀어놨는데,1
스러워지는,1
이상은,1
놀란다전,1
대통령,1
높으신,1
만들었다고,1
한껏,1
산이,1
즐길수,1
있다는게,1
끝난,1
드라마,1
따른듯이,1
화려하고,1
투머,1
치인,1
테리어,1
빵슈,1
화려할꺼면,1
해주세,1
욧의,1
오버,1
프라,1
이스,1
되긴,1
했어도,1
그러려니,1
주거,1
넘어가게,1
나쁘진,1
장마,1
있을거에요,1
잔디밭,1
깡통,1
기차,1
지나가요,1
새소리,1
들으면서,1
너리,1
들어가지만,1
피어있어서,1
보롬,1
허져있는,1
태도,1
얹어져있어서,1
막있게,1
철마,1
문화유산,1
남기는,1
안타까,1
올라가는길,1
갔지만,1
잔디,1
푸르게,1
있는쥴,1
산들,1
때리며,1
존이길래,1
찾아갔다,1
내야,1
보롬왓라떼,1
롬왓,1
아님는,1
메밀휘핑,1
섞지,1
사악한,1
무관,1
단정해졌고,1
졌음,1
갈래,1
뜨를,1
자고싶음,1
아쉽게,1
방언,1
들어가다,1
평화스러운,1
듣고,1
삼삼오오,1
모여있음,1
안타깝게도,1
이러니,1
여기서도,1
멋진듯,1
찾아가면,1
시외버스,1
정류,1
해있고,1
막차,1
기다리며,1
연했어요,1
그래두,1
낟밷,1
티백,1
낮아서,1
빨대,1
겉모습,1
번지르르한,1
보이는게,1
찾아오긴,1
편안해서,1
아주아주,1
잘생겼네요,1
체히,1
쌉싸름하면서,1
떠서,1
먹게되,1
그야말로,1
서라도,1
쾌적한,1
감하지만,1
찾아오기에는,1
다니면,1
같다고,1
해야하나,1
괜찮더라고요,1
특이했어요,1
찾아올,1
아니고용,1
돌릴,1
트랜디,1
가로수길,1
깜찍함까지,1
기간,1
즐겼던,1
합격,1
싶당,1
흰색,1
이뻤던,1
개시,1
묵직하고,1
감있는,1
읽기에도,1
다녔었는데,1
와야겠어요,1
멀한,1
노론,1
않았는데도,1
괜찮길래,1
잘나가는,1
대반,1
어설프게,1
어쩌나,1
기우였습니다,1
유청,1
나을,1
같긴한데,1
글리,1
두텁지,1
은은하니,1
바스라지면서,1
풀어져서,1
표시,1
페인팅,1
분명,1
분일,1
아니고서는,1
나올지,1
대학생,1
플하,1
적절했어요,1
인하시고,1
출도,1
무겁지,1
괜찮습니다,1
걸어가서,1
넘어가네요,1
더부룩한,1
밥풀,1
성애자,1
오이,1
시민,1
지가,1
되었던,1
참에,1
혼밥족,1
하던,1
런칭했다,1
중단,1
정성껏,1
손질,1
이뤘다,1
여태,1
쓸고,1
가리라,1
어쩜카레,1
싶지만,1
감싸며,1
이럴수,1
친절하시게,1
다닐,1
두근,1
대는,1
신랑,1
어케,1
가능하냐며,1
나왔답니다,1
들리셨다면,1
채식,1
끌리는,1
숭덩숭덩,1
익은,1
독특하기보다는,1
다는,1
독특하였다,1
같진,1
않더라도,1
해낸,1
먹을데,1
없나,1
두리,1
이효리,1
이었다는,1
기대는,1
가능했고,1
반찬,1
셀프,1
기자,1
명단,1
적는,1
있던데,1
오가는거,1
기대하던,1
먹었구요,1
씬나는,1
민감하신,1
하시어요,1
풍부하고,1
살살,1
녹아요,1
깊고,1
변했더라구요,1
훈제,1
향맛,1
나아요,1
정형,1
지치신,1
듭니,1
힘내세요,1
비슷했는데,1
배부르게,1
먹었는데도,1
속이,1
자르듯,1
환갑,1
까다로운,1
차림새,1
뭐랄까,1
균형,1
잡혔,1
달까,1
씁쓰름하거나,1
로즈마리,1
키워서,1
내어주시니,1
맞추기로,1
납품,1
감사한,1
후루룩,1
맛있잖아,1
꼽는다,1
즐비하기,1
왔을까,1
기약,1
행복했기에,1
하시라,1
역광,1
잇어요,1
찾아오는,1
숨겨져,1
걸어야,1
만드신다고,1
건강하고,1
내용물,1
전이,1
가야겠지만,1
친절하신대,1
꽃밭,1
건졌구요,1
나오고요,1
드립니당,1
기재,1
맨날,1
틀려서,1
이야,1
빡쳐,1
는게,1
번인,1
해봐,1
야합니다,1
닫혀있네,1
내관,1
따수운,1
쌓여있는,1
어수선한,1
실패하기,1
긴하지만,1
맞추다가,1
죽자고,1
맞추는,1
웃으시던,1
친절하셨습니다,1
지나시다가,1
닫았더라,1
그랬습니다,1
보이긴,1
평범했습니다,1
별것,1
한적하다는게,1
않겠습니다,1
애매한게,1
그랬지만,1
이간,1
좋아했다,1
크니깐,1
평이했지만,1
큰하니,1
코지,1
즐비한,1
중장,1
년층,1
사랑받지,1
소위,1
해보인다,1
머블,1
바라는,1
발라주시는,1
감이었어요,1
그동안,1
쌓였던,1
여독,1
녹아내렸습니다,1
다녀,1
올라온,1
밀밭,1
할것도,1
안된,1
내버려,1
두니,1
그렇다치고,1
맛없고,1
그렇던데,1
