형태소,빈도수
십년,1
보시더니,1
갑자기,1
없으시졌다고,1
선산,1
적혀있던데,1
맞죠,1
쎄지도,1
약하지도,1
라고만,1
물어봅니다,1
마상,1
당당하게,1
무한리필,1
만족하고,1
이었으나,1
해서는,1
이하,1
찾지,1
매년,1
찾아갑니다,1
배신,1
실망한,1
구웠던걸,1
뎁혀서,1
주시는것,1
같았고요,1
담아놨는지,1
건조했습니다,1
안되어서,1
전반,1
짰구요,1
만족했었는데,1
반대,1
아마,1
드신,1
아주아주,1
설탕,1
지치신,1
쓰며,1
야할세,1
오셔서,1
받고싶은,1
노인,1
동물,1
왕복,1
걸리는,1
내륙쪽,1
귀찮게,1
가셔도,1
판타지,1
농약,1
안치셨을것,1
맛돔베,1
약했음,1
남김,1
꼬릿,1
원하시면,1
신선,1
자꾸,1
필하게,1
남기는게,1
아까우실,1
다가오기도,1
그만큼,1
아낌없이,1
쏟아,1
부었다는,1
반증,1
하니까,1
평월,1
갔네요,1
갈듯,1
받고싶어서,1
돔베,1
잡곡,1
모로,1
식단,1
곁들이고,1
필요없음,1
친절하시다,1
진정,1
좋으시면,1
해야하죠,1
먹으려,1
새로운게,1
재미있다,1
생소한,1
붙은,1
고아,1
비린내,1
같은건,1
뽀얀게,1
설렁탕,1
넘어감,1
놀라,1
맛있던건,1
산적,1
직화,1
까고,1
계시더라구요,1
남사,1
장님,1
걸쭉한,1
무국,1
들어있어요,1
같은거만,1
독특한,1
잡히는,1
범일,1
소울푸드,1
이끌리,1
건설업,1
종사,1
밖에는,1
만드신,1
숭덩숭덩,1
넣고,1
서도,1
열심히,1
반대편,1
제법,1
넓은,1
올레길,1
장장,1
워킹,1
순대집,1
잃은,1
대백반,1
해봤다고,1
좋아하지,1
걸쭉하긴,1
얼큰함은,1
썰은,1
땡초,1
가히,1
독보,1
쫀득,1
채운,1
신기하면서,1
곱창,1
기지,1
살린,1
펄펄,1
보온,1
끝날,1
뜨끈한,1
보조,1
역할,1
톡톡하게,1
해주어,1
쫀쫀함,1
남지,1
담기지,1
본연,1
느끼지,1
절반,1
놀람,1
돌아감,1
야함,1
텁텁함,1
시원함,1
고소하다며,1
들어있어,1
상당하다,1
쓰시는듯,1
풀었을,1
동글동글,1
부담스러운,1
들지,1
담백하다,1
아는데,1
느껴지지,1
고소,1
동행,1
산수,1
갑산,1
좋다는,1
반응,1
싱싱해서,1
쫀득하,1
들꺄,1
빨간데도,1
먹듯,1
좋아하면,1
싫어하기,1
짠데도,1
없기,1
지나가지,1
읺으,1
심심한게,1
대피,1
쫜득쫜득,1
비슷,1
칼칼,1
까지만,1
큰건,1
크던지,1
먹는건데,1
좋았던듯,1
좋았어,1
당일치기,1
옵니다,1
즐거웠음,1
소금,1
돋보였어요,1
살인,1
없은,1
인해서,1
발라주시는데,1
녹는다,1
갈치였다,1
먹는거,1
뼈때매,1
싫은건데,1
ㅇㅣ,1
보세여,1
주신다,1
가고싶다,1
심하게,1
적나라하게,1
그동안,1
덕분,1
큼직한,1
놀라게,1
맛있기는,1
수용,1
순환,1
두는,1
눈앞,1
능숙하게,1
해주는,1
퍼포먼스,1
깊다,1
좋아하신다,1
외적인,1
올려주면서,1
있으니까,1
알아서,1
구시대,1
유우,1
머는,1
유머러스하지,1
양했으면,1
비단,1
만이,1
과의,1
잦은,1
소통,1
이뤄지는,1
마카,1
가끔,1
멘트,1
딴에,1
아무리,1
맛있어도,1
불편해진다,1
교육,1
해결,1
흐름,1
맞출,1
있지,1
허겁지겁,1
필해,1
높고,1
고가,1
가늘고,1
문의,1
하기도,1
빼고는,1
좋으며,1
싱싱한데,1
발라주셔서,1
쓱싹,1
그만,1
이었다시내의,1
어중간한,1
에이,1
더주고,1
터지고,1
먹을수있어,1
버섯,1
탕수육,1
세트,1
통구이,1
실컷,1
먹고도,1
짠듯,1
꿀꺽,1
심심하니,1
보았다인에,1
인용,1
발라주시는,1
스킬,1
뼈채,1
아실거라,1
부른,1
펼쳐,1
버린,1
박힌,1
필요없고,1
먹어보쟈,1
그나저나,1
하려면,1
전화하지말고,1
안된다고,1
야한다,1
전화하지,1
빠르면,1
마세요,1
감히,1
인스타,1
진지하게,1
쌍욕,1
썼어요,1
금밥,1
겁니다,1
택배,1
받고싶다,1
내주실까,1
쓰러지는걸,1
싶으셔,1
서일,1
까요,1
감기,1
차갑게,1
식어도,1
마농,1
우회,1
드십,1
여름,1
철인,1
원하는,1
수령,1
할수있었구요,1
까페,1
오래전,1
커녕,1
주시던,1
따뜻한,1
먹었는데아,1
단무지,1
주셨는데,1
어울릴수가,1
변함,1
그리울거,1
요다음,1
순위,1
사기,1
힘들기로,1
정말로,1
찾는게,1
없나,1
이상하게도,1
질리,1
빼고이,1
질리지가,1
밥안,1
옛날,1
소시지,1
변화,1
쎄서,1
평이,1
있더라구요,1
있는것,1
번거롭지는,1
머물렀다면,1
않을듯,1
하루,1
에만,1
들르는,1
도박,1
튀긴게,1
평보,1
튀겼다는,1
물어보지,1
정답,1
모르지만,1
좋음,1
대란,1
성공하기,1
쓰고,1
유명해,1
않았으면,1
맛있다는지,1
안감,1
싶음,1
김천,1
참치,1
걸림,1
먹으라면,1
잇다,1
기대한다면,1
실망할수,1
받아,1
먹었어용,1
주제,1
않으면,1
귀하신,1
넘치니,1
함부로,1
맨손,1
다한,1
살찌는,1
달으면서도,1
정신차리면,1
줄이,1
사라져있는,1
마법,1
고집,1
먹고나면,1
글거림,1
더부룩합니다시,1
간지나면,1
기름내가,1
심해지고,1
짜네요,1
만으로는,1
넘을거,1
빡침,1
점수,1
낮은것,1
기다림,1
맛본,1
동백꽃,1
보러,1
시도,1
하였지만,1
수화기,1
목소리,1
오기,1
성공하였다,1
오라,1
할까,1
봐야지,1
물렸다,1
차별성,1
원조,1
어려우시면,1
닫기,1
있는지,1
물어보세요,1
받았습니다,1
단백,1
질색,1
분명히,1
달짝지근한데도,1
이상하게,1
칼칼하기도,1
강하네요,1
부들부들,1
남편,1
필요한,1
해주시,1
불만,1
많으면,1
당연히,1
유일한,1
캠프,1
기다리는,1
그럴,1
걸어놓고,1
섭지코지,1
다녀오시는,1
무섭네요,1
전화하니,1
걸린다기에,1
스러가니,1
해줌,1
불가하다고,1
가봄,1
여느,1
심함,1
행운,1
아까운,1
좋다하지만,1
싶다고,1
만은,1
해주신다고,1
작다,1
심하다,1
시켰지만,1
개개인,1
차이는,1
있으니가,1
괜찮았어용,1
쪼금더,1
길어,1
놀랐음,1
가능해서,1
여지,1
일어나서,1
자다가,1
통통해서,1
해가며,1
같다는,1
괜찮다로,1
아닌듯,1
강제,1
못잡음,1
배서,1
고무,1
다솔,1
찍히,1
먹는것보다,1
미치셨구,1
많긴,1
기표,1
올리면,1
편리하다,1
나면서,1
편리한,1
보임,1
무려,1
베서,1
하신지는,1
엄청나요,1
버틸만,1
니당,1
보고오면,1
비수기,1
느낌이었어요,1
녹더라구요,1
서둘러,1
부담스럽긴,1
도렐,1
갈거라,1
적음,1
시켜야하는데,1
그름,1
저렴하긴한데,1
마주침,1
힘들다,1
건축,1
되니,1
싶어져서,1
들렸어요,1
당기네요,1
통창,1
아름답습니다,1
로운,1
가봤다면,1
쫄깃쫄깃국물,1
중턱,1
끝내준다,1
재일교포,1
건축가,1
설계,1
되면,1
숙박,1
괜찮다고,1
망설였어요,1
맛있긴한데,1
있으니깐,1
소중한,1
단순하지만,1
플러스,1
무료,1
작품,1
커서,1
유부초밥,1
적당함,1
평범하게,1
않음,1
어려워서,1
연어,1
초회,1
기다려야,1
깊게,1
싫고,1
쾌적함을,1
원한다면,1
신세계,1
거대하고,1
스끼야끼,1
탱글탱글한,1
혼났지만,1
적당하게,1
익힌,1
온천,1
들었음,1
양호,1
초가집,1
영감,1
얻었다는,1
예쁜,1
남쪽,1
아니올시다,1
메뉴인,1
느끼함이,1
발의,1
느껴졌다,1
나온다지만,1
중반,1
위안,1
부족,1
묵지,1
일식,1
상품,1
도미,1
구수하면서,1
시원해,1
멈추지,1
즐겁고,1
막상,1
맛있으면,1
맛있겠어,1
어우러져서도,1
스러웠으나,1
풀어,1
맛있당,1
식전,1
맛있었음,1
시원,1
탄력,1
내려올,1
전인,1
끝맛,1
깔끔하지,1
하더니,1
묶어서,1
셋트,1
넘는,1
않겠지만,1
가보신,1
지게,1
보고싶다,1
느껴,1
괜찮거든요,1
대구,1
비슷해요,1
들어가니,1
실하게,1
같던데,1
해봐야겟어요,1
담긴,1
꼬득꼬득,1
까다로운,1
뜨자마자,1
돼있고,1
술맛,1
해소,1
장하러,1
일도동,1
집회,1
전율,1
풍부해서,1
배불렀음,1
다진,1
얼큰한,1
건데,1
만족함,1
하러,1
든든하다,1
진한데,1
풀리는,1
마시면서,1
끝나진,1
봤어도,1
힘들어하는,1
남긴게,1
아쉬울,1
빌리자마자,1
뜨면,1
오길,1
나긴,1
얇은,1
모르겠다와,1
않으시는,1
이여,1
장탕,1
듬뿍듬뿍,1
가는데,1
지엄,1
맛있진,1
칼칼해서,1
배고플,1
먹고싶어용,1
삐빅,1
균일한,1
관리,1
계란,1
닉값함,1
어케어케,1
유명하,1
종종,1
채우고,1
싶으면,1
들어가있어요,1
시원해요,1
고소하지만,1
남아,1
텁텁,1
하진,1
든든해져요,1
헤비,1
꽉차도,1
더부룩하지,1
추울,1
쓸쓸할,1
나기,1
지옥,1
없으니,1
가보니,1
편하고,1
떨어지는,1
웃음,1
친절하시며,1
발라주십니다,1
광어,1
먹는데,1
녹아요,1
일차,1
번가,1
하는것,1
참여,1
음료,1
준다고,1
써있네요,1
어딜,1
찍으면,1
그림,1
완성,1
어등,1
포식,1
봐야,1
겠다고,1
지나지,1
쭈르륵,1
어묵,1
보자마자,1
미쳤닼,1
매울것만,1
한술,1
놀랍,1
구미,1
당기고,1
쫙쫙,1
땡겨주는,1
대애,1
애추,1
발라주시며,1
하시,1
기를,1
바르면,1
하셨다,1
믿지,1
뿌셔,1
버리는,1
전쟁,1
가서도,1
평생,1
해먹,1
로구나,1
해볼,1
고근,1
있는거잖,1
가고싶을,1
생기기,1
옆쪽,1
친절하,1
심양,1
좋겠담,1
비림하지만,1
미쳤어요,1
좋지,1
꿀꿀했는데,1
워후,1
해오고,1
싶었네요,1
막혀요,1
했었는데,1
좋다면,1
바깥,1
낮술,1
추합니당,1
했던것만큼,1
먹을수있는,1
등뼈,1
강정,1
안주,1
깐풍기,1
비슷하기두,1
아니니,1
좋아할듯,1
상큼,1
시원했음,1
맛있었을,1
어등포,1
하려,1
빠져,1
비닐,1
장갑,1
뜨거운,1
들고,1
ㅜㅜㅜㅜ,1
오세요,1
가능합니다,1
거든,1
미네,1
특별하진,1
만족스러웠다,1
달짝지근한,1
분대기,1
나옴요,1
많구,1
말구,1
말아먹고싶은,1
먹었더니,1
하느라,1
남겼지만,1
피크타임,1
길지,1
같아용,1
삶아서,1
담아놓고,1
들어오면,1
부어,1
심하다이게,1
높다고,1
가자,1
했다가,1
티비,1
맛없다고,1
욕먹음,1
심각해서,1
입은,1
토요일,1
먹었으면,1
억울했울,1
맛없다는,1
많앗당,1
맛있었던,1
세도,1
세지,1
믿음,1
스러워,1
되었습니다,1
차있었지만,1
수면,1
특이점,1
감면에서,1
소면,1
겉절이,1
먹었구요,1
진하면서도,1
큼직하게,1
올라가는,1
살코기,1
무척,1
부드러웠구요,1
많았는지,1
상가,1
맛일,1
할래요,1
편입,1
많습니다,1
박합니다,1
뿐이구요,1
까나리,1
액젓,1
담근,1
적당하며,1
싱거울,1
됩니다면,1
굵은데,1
갈리,1
으론,1
먹고나서,1
더부룩하지도,1
좋았구요,1
근방,1
돈값,1
아닐지라도,1
뚜벅,1
여행자,1
맡겨,1
내려,1
배고프니까,1
대략,1
기다린듯,1
같진,1
않다우리,1
차례,1
차있고,1
쳐서,1
효로,1
특별하지,1
엄지,1
올릴만,1
박했는데,1
하곤,1
남겼다,1
ㅋㅋㅋㅎ,1
누린네,1
있나보다,1
가볍게,1
즐기고자,1
가볼만,1
갈리길래,1
됐던,1
봤다오전,1
있었다인이나,1
합석,1
꺼려하는,1
삶아놓고,1
맛없을,1
놀랐다고,1
짐하,1
작년,1
싱겁거나,1
적당하다고,1
느꼈다,1
남자친구,1
김포,1
들러서,1
맛있었다하지만,1
글쎄,1
다웨이,1
기일,1
좋아하고,1
이었,1
다양,1
이라길래,1
빠르긴,1
뻔했다,1
들었다,1
이왕,1
먹자는,1
찾아보고,1
내리자마자,1
달려갔다,1
였음에도,1
서있었다,1
서있다고,1
서있지,1
명단,1
들어갈,1
들어가자마자,1
채워서,1
시키자마자,1
따끈하고,1
야들야들하니,1
많기,1
없다면,1
많지만,1
빠르다,1
마침,1
독특해서,1
했는데요,1
적당했습니다,1
종료,1
찾아갔는데,1
맵칼,1
단맛,1
못지않은,1
시킨지,1
안되어,1
빠진,1
하의,1
닫아서,1
원인,1
믿겠다,1
먹는거였다,1
특별할,1
먹으니까,1
직관,1
스타벅스,1
놀랐지만,1
비싼거,1
괜찮다고하고,1
되어있어서,1
불편함,1
쌓아,1
한적했음,1
오해,1
깔끔했음,1
인맛,1
했던가,1
저하,1
뿐이었는데,1
담아놓은,1
먹고싶지,1
말라있었다,1
느끼하고,1
달던지,1
상호,1
답지,1
마싯서요,1
추강,1
맛있고요,1
열어여,1
해유,1
되로,1
충격,1
점심식사,1
주유소,1
쌩뚱맞,1
스벅,1
있을줄,1
지나쳐서,1
살면서,1
묵어,1
왔던,1
집도,1
따라올,1
달지도,1
잡내,1
받으세,1
나오기전에,1
슬픈,1
사연,1
보유,1
모자라,1
아악,1
ㅠㅡㅠ,1
흰밥,1
올려서,1
ㄷㄷㄷ,1
이러지,1
마세,1
슨생,1
이임,1
맛잏,1
어떡휘,1
ㅓㅠㅠ,1
잊은것은,1
아니다라고,1
신들린,1
살았다,1
들며,1
괜히,1
뿌듯해지곤,1
한닼,1
행복합,1
미다,1
유일하게,1
후회되는,1
넣지,1
않은것,1
흐어,1
앉기,1
하기나와의,1
약속,1
가득가득,1
솔솔,1
나는게,1
도의,1
생각날,1
도로,1
정취,1
나타날,1
우리말,1
넘었는데,1
벌써,1
빈자리,1
옹기,1
담겨져,1
색다른,1
했음,1
짠에,1
길들여있지만,1
않다면,1
편해진다,1
물건,1
미니멀리즘,1
실현,1
미니,1
초록,1
머물다,1
온것,1
체적,1
베어서,1
채식,1
배부르고,1
넉넉하고,1
멋졌다,1
온다면,1
하세용,1
고요하고,1
나오자마자,1
은행,1
대추,1
춧잎,1
맞고,1
그러겠지만,1
심심했어요,1
들께,1
끊기고,1
푸석해서,1
낯설었어요,1
적다고,1
배도,1
불렀어요,1
쫀독,1
전과,1
스님,1
보이더군요,1
요양,1
아쉬웠고,1
전이,1
긋하니,1
예뻐요,1
편해요,1
약하고,1
조화롭지는,1
사름한,1
쓰기,1
했구,1
이라기,1
딱딱하며,1
끊어지는,1
물린다,1
뻑뻑,1
갈릴듯,1
불호,1
호인,1
소환,1
시절,1
잇게하지만,1
배기,1
이길래,1
걸려서,1
태도,1
왔지,1
찾아갈만,1
아니며,1
바라는건,1
매너,1
착하시길,1
즐거운,1
망치길,1
타면,1
이며,1
불친절하고,1
싸가지,1
비오는데,1
기다리라,1
주실,1
있냐고하니,1
돼요,1
글자,1
스럽기,1
없네요,1
아니었는데,1
대자,1
나오셔,1
차세요,1
없었네요,1
비율,1
다프,1
차이즈중,1
났구요,1
비쌋어,1
휴지통,1
용품,1
어따,1
버려,1
스럽,1
나오면서도,1
높은걸,1
의문,1
머릿속,1
가득했던,1
다녀왔습니다,1
맛있을까요,1
완벽하고,1
파의,1
편히,1
오름,1
접때,1
백퍼,1
할거라,1
토욜,1
한산해서,1
더더,1
가보았는데,1
느꼈네요,1
에어컨,1
선풍기,1
버텨야하는데,1
줄줄,1
흐르더군요,1
볶이,1
적었음,1
입천장,1
까졌구요,1
끊임없이,1
들어가요,1
루프,1
차양,1
편했을거,1
끝나고,1
일상,1
복귀,1
하던,1
친절하신,1
받았어요,1
가봐야겠다,1
시켰도,1
좁아,1
붐빈,1
평화로워서,1
걷기,1
않으나,1
다녀왔어요,1
추운데,1
오들오들,1
당연하고,1
들어갔고,1
받아도,1
했거든요,1
들어온,1
순서,1
주시더라고요,1
하신,1
했다고,1
가져가시려는데,1
들어오신,1
드리는게,1
맞다고,1
정중하게,1
서쪽,1
비슷하고,1
똑같음,1
있고요,1
어릴,1
일식집,1
꼭대기,1
강츄,1
츄츄,1
까하고,1
맛보고,1
촘촘히,1
가해,1
와사비,1
무리니,1
비추전혀,1
모던,1
적당한,1
퓨전,1
흔하게,1
상이,1
물린다면,1
괜챦,1
쥬얼,1
곁들여,1
다녀왔다,1
볶아내어,1
곁들인,1
리조또,1
생크림,1
또는,1
휘핑크림,1
넣은듯,1
고소하면서,1
눅진한,1
절묘히,1
이루어,1
다져서,1
좋더라,1
살렸다,1
실한,1
오른다,1
데코,1
만족스러웠음,1
추정,1
시원하면서,1
달다,1
으로만,1
달큼하면서,1
팔면,1
허나,1
멱살,1
끌어,1
올린다,1
꼭꼭,1
정갈히,1
않은데,1
아란치니,1
귀엽다,1
찾아와,1
만당,1
이쁘고,1
되어서,1
혼밥,1
예뻐서,1
들도,1
수록,1
깍두기,1
사이다,1
땅콩,1
느끼해서같이,1
먹겠더라구요,1
마리나,1
올려주시는데,1
까먹는,1
까먹고,1
아작,1
느끼할,1
잘맞아요,1
뜨는,1
고급스러운,1
내관,1
괜찮았다,1
심심할듯,1
버터,1
맛있었으나,1
까득까득,1
씹음,1
느끼했지만,1
지나갈,1
괜찮을듯,1
꼬소,1
리조토,1
이었요,1
짠맛,1
있으면서,1
은근,1
어울리고,1
시원하다,1
치웠당,1
아니어,1
서지,1
벤치,1
견뎌,1
냈다,1
배틀트립,1
나왔다고,1
아담하게,1
휴게소,1
연남동,1
느끼한게,1
쓰던데,1
먹는지는,1
넓다,1
명당,1
골라,1
힘들었다,1
파도,1
바람소리,1
들으면서,1
먹는다는게,1
만들어서,1
쓴다고,1
브랜드,1
같지,1
들어가기에,1
따지자면,1
편인것,1
엄청나진,1
만이라도,1
인생샷,1
마싯다,1
고양,1
어어,1
아니구,1
친절하시구,1
데이트,1
괜춘할듯,1
해안가,1
오셔용,1
분이면,1
방파제,1
낚시,1
보인다,1
가는것을,1
다문,1
어라면은,1
진하다,1
착하고,1
경치,1
갈거,1
같다인,1
슐랭,1
가이드,1
부문,1
친절하세요,1
나옵니당,1
좋아용,1
다른건,1
느꼈어요,1
어쨌든,1
팔고,1
맞은편,1
가기전에,1
해봐야,1
비싼가,1
할수,1
모르겠다해,1
물라,1
끓여주셨다,1
가리비,1
모시조개,1
바지락,1
조개류,1
스러웠었다,1
갈바,1
배고파서,1
실패할까봐,1
지은,1
주셨어요,1
간혹,1
오래된듯,1
있던데,1
드려,1
요망,1
정상,1
무쳐서,1
깔끔하네요,1
색깔,1
뽀얀,1
쓰신,1
강해요,1
아플만큼,1
효과,1
잡히지,1
강하니,1
들어가도,1
느껴지진,1
신랑,1
친절하셔서,1
진함,1
와의,1
해물뚝배기,1
찍었는데,1
리얼,1
리가,1
본자,1
ㅁㅁ,1
그리워,1
잇고,1
꿀잼꿀몸,1
상추,1
안보,1
우우,1
우응,1
로어,1
오아아,1
뭊옥껀,1
국재,1
해주면,1
이럴,1
넣어줘서,1
좋긴,1
다르다,1
심할건,1
상당,1
이끌어,1
낸다는,1
아시겠,1
여길,1
아닌게,1
타령,1
미쳤나보다,1
길거리,1
수많은,1
떨어지지,1
폭탄,1
잡울까,1
염려,1
머문지,1
일만,1
아닌지,1
돌아,1
누은,1
절대로,1
불리한,1
동태,1
시킨다,1
탐라국,1
하였고,1
들렀사옵니다,1
탐라,1
에서만,1
궁금했으나,1
나오자,1
알수,1
온데,1
없었,1
사오만,1
방울,1
안남,1
사오니,1
하옵니다,1
다르단다,1
싸고,1
잇어요,1
중인,1
차림,1
인사,1
나왔지,1
금도,1
마트,1
갈까,1
망설인다,1
소름끼치게,1
충분한거,1
이틀,1
좋구요,1
바싹,1
불편하고,1
바뀌는,1
번째,1
유난히,1
배추,1
쏘요,1
들릴만,1
하다대,1
만가,1
좋다같이,1
미만,1
바뀌나,1
보네요,1
먹었는데요,1
야할거,1
던집인데,1
보는데,1
말고는,1
입산,1
더라고요,1
유지,1
되는거겠죠,1
잡으셨으면,1
이류,1
튀기듯이,1
바삭바삭,1
담백하게,1
굽는,1
힘들어서,1
뜯으셔야,1
친한,1
인붕,1
완죤,1
대학가,1
삼겹살,1
두꺼워용,1
배부를,1
심보,1
담도,1
잡혀있는,1
무인,1
받았다,1
했더니,1
조용했고,1
되어있다,1
표시,1
돼있다,1
몇번,1
읽으며,1
안하나요,1
질문,1
많았나보다,1
들어서는,1
구이만,1
하고있습니다,1
문구,1
짠하기도,1
명시,1
적어놓은,1
보면나는,1
먹기전,1
컸다,1
많다는,1
보고왔는데,1
않은가,1
시킨건,1
고픈데,1
선입견,1
뇌리,1
박혔다,1
묵은,1
신맛,1
우셨던것으로,1
파삭,1
안은,1
촉촉했다,1
인심,1
느껴지는,1
성적,1
왈소리,1
싶으시겠지만은,1
제도,1
영향,1
컸던,1
고파서,1
개정,1
시키려,1
받으시더라,1
사투리,1
들어가면서,1
맛있냐고,1
물어보시면,1
맛있다하며,1
져있는,1
정은,1
까탈,1
스럽죠,1
까탈레나,1
준비,1
해피,1
방법,1
고프실,1
자로,1
올랐더라구요,1
크으,1
맛있었구,1
훌륭했습니다,1
당시,1
종업원,1
느리셔서,1
답답했지만,1
려니,1
넘어갔습니다,1
들를거에요,1
괜찮아요,1
찾아서,1
새로하거나,1
사오,1
준수,1
뛰어난,1
삼고초려,1
실패하고,1
성공한,1
먹었기에,1
목표,1
금액,1
되었어요,1
앞앞,1
들어간거,1
왔더라면,1
다시오기로,1
먹는다니,1
먹어야겠는,1
해수욕장,1
김녕해수욕장,1
가는길,1
해수욕,1
부랴부랴,1
씻고,1
마감,1
감사하던지,1
하다고,1
좋아했어요,1
에소,1
있길래,1
하려하니,1
나온다는,1
커피한잔,1
언급,1
하기에도,1
적절하지,1
저렴하다는게,1
헷갈릴,1
로만,1
녹는다가,1
적당해서,1
게다,1
싶게,1
살려줄만큼만,1
구이조,1
먹었는지라,1
되었는데,1
말리,1
탱글탱글해는,1
탱글탱글하다,1
글함,1
부족하다,1
싶었고,1
비린듯,1
느껴졌어요,1
아니고,1
나오면,1
했지요,1
도돔,1
도톰했어요,1
가보세요,1
않으실거,1
부와,1
소품샾,1
이어져있어서,1
식후,1
재미있었어요,1
겁나게,1
야할듯,1
음가,1
만한데,1
볶아주는,1
아니구요,1
가까우면,1
몰라도,1
킬로,1
달려가기는,1
자자한,1
반갑다,1
이러다,1
떠지더군요,1
툭툭,1
비벼서,1
들어있던,1
개운했어요,1
딸려,1
바빠주시고,1
없었지만,1
보충,1
이렇게나,1
짐하다,1
만삼천원,1
저렴한데,1
구좌읍,1
딱이다,1
따리,1
맛있었구요,1
만족하셨어요,1
보다도,1
좋다고,1
하셨어요,1
친절하셨구,1
모델링,1
했는지,1
깔끔했구,1
먹을수도,1
처넌,1
먹고싶어,1
했나,1
보더라구요,1
기사,1
내려주신,1
시켰습니다,1
저렴해서,1
저렴하니까,1
데이,1
만족스러웠어요,1
구워져서,1
짭쪼름하,1
차려주는,1
가보시는,1
같네,1
요가,1
재주,1
훌륭,1
가능한것도,1
엽차,1
대가족,1
가려구요,1
반모,1
넓고,1
아녔다면,1
갔을듯,1
편한,1
놀랍니다,1
해물전,1
잘나와요,1
녹차,1
냄비,1
심심하게,1
치곤,1
편고기,1
이라도,1
줬으면,1
줬겠다,1
처마,1
제비집,1
저렴하게,1
건강해지는,1
건강해,1
나나,1
들어있어서,1
갔던건데,1
재밌음,1
머리카락,1
비위,1
가약,1
집나만,1
알고싶은,1
집더,1
수정,1
해보면서,1
느끼는거지만,1
소주,1
내려갈,1
서민,1
좋아하는것,1
몸국집,1
주말,1
들어간다고,1
말랭이,1
앉을,1
용두암,1
있다가,1
확장,1
언제나,1
맛있었기에,1
먹자마자,1
번쩍,1
뜨인,1
갈릴,1
타입,1
완벽했네요,1
김희선,1
낭패,1
많던지,1
예랑,1
해줘서,1
구수하다,1
들어진,1
무침과,1
어울리는지,1
있을듯,1
아니었어,1
기호,1
꼽혔으니까,1
무침은,1
별다를것,1
느끼함,1
잡아주는,1
일등,1
공신,1
살려,1
보구,1
칼칼하지만,1
하고싶습니다,1
친절하시,1
국고,1
사리,1
예상외,1
놀랐,1
어요,1
맛있가고,1
하셨,1
얼큰하니,1
용이,1
더할,1
나위,1
완벽할듯,1
모르고,1
헛탕,1
돌아가,1
먹을수있어서,1
얼려서,1
판매,1
되던데,1
날이였다면,1
가져갔을듯,1
친절해서,1
길고,1
먹어야지,1
다각,1
정체,1
떠있는데,1
파래,1
무침도,1
인간,1
아니었단,1
분께는,1
미안하지만,1
남긴거,1
아담한데,1
보였음,1
진짜진짜,1
퇴근,1
끝나서,1
아쉬워용,1
묵찍,1
부족해용,1
신선하거,1
강합니다,1
싱겁게,1
맞았습니다,1
익힘,1
무는,1
얇아서,1
생갈,1
자반,1
마카로니,1
구워져,1
들었어요,1
먹음짭쪼름,1
베어있는,1
ㅊㅅ,1
밋밋한,1
실망했었는데,1
승식,1
훌륭했다,1
간판,1
바뀐듯,1
긴거,1
개루,1
전번,1
꼽자,1
익혀주셨으면,1
통통하니,1
배고,1
딱딱했네요,1
그런거였겠죠,1
닫혀서,1
신관,1
친절하구,1
시켜야,1
탁월한,1
칼칼하고,1
먹었었는데,1
도막,1
맛있네용,1
간간히,1
배우려고,1
있었죠,1
찾아봤던,1
포스팅,1
상단,1
오른,1
이었지만,1
현재,1
살결,1
무지개,1
난다는,1
남친,1
군더더기,1
없더라구요,1
비법,1
들어간다는,1
비결,1
함께라,1
고슬고슬하니,1
맛있었아요,1
먼서,1
수다,1
떠는데,1
좋더라구요,1
되시는지,1
내셨다고,1
하시니,1
많아도,1
가보시면,1
맛보,1
횟집,1
즐겨도,1
응갓,1
가능한듯,1
평범하고,1
최소한,1
정량,1
나와야지,1
ㅆㅂ,1
들렀다오,1
들렀더니,1
한가해서,1
올랐지만,1
아직,1
어렵다가,1
라니,1
국산,1
맛있는지도,1
집이있다고,1
힘들었는데도,1
바글바글,1
보고싶고,1
더워서,1
해보자면,1
올랐다곤,1
하는데도,1
자연스레,1
가요,1
외치,1
만들었다,1
맞았고,1
미나리,1
강해서,1
일이,1
또다시,1
올거,1
같다고,1
비우게,1
시크릿,1
기요,1
느끼,1
적합한,1
싶지만,1
세태,1
벗어나는,1
베도,1
이런거,1
온거,1
패키지,1
잡다한,1
맞추기엔,1
부류,1
다량,1
출동,1
배경음악,1
재즈,1
향토,1
훌륭하다,1
크지는,1
후라이드,1
튀기듯,1
구워,1
불맛,1
짭쪼롬한,1
힘든데,1
훌륭합니다,1
화산,1
폭팔,1
멋집니다,1
관점,1
잘나옵니다다만,1
쓰셔야,1
할것,1
불가,1
튀긴듯이,1
갖가지,1
ㅎㅎㅎㅎ,1
튀겨주셔서,1
성하니,1
모자랐어요,1
만족합니다,1
좋으나,1
물컵,1
않아,1
떨어질것,1
같앗다,1
물통,1
뚜껑,1
입구,1
더러웠음,1
포실포실,1
올라와서,1
깔끔하다는,1
어둑어둑,1
가정식,1
곱니다,1
넘으려면,1
있거나,1
뛰어나게,1
맛있거나,1
갖춰야하는데,1
허수,1
떠나,1
신선도,1
불만족,1
스러웠습니다,1
냉장고,1
며칠,1
묵혔다,1
내놓은,1
어딘가,1
죽어있는,1
맞춘,1
짰고,1
편이었어요,1
의미,1
딱딱한,1
퍽퍽,1
가시도,1
발라져있는지,1
찌르더라구요,1
평범했습니다,1
있다는,1
아까워지는,1
달이,1
